	day_of_week	day_of_month	month	time_of_day	topic_train	t_bullet	t_limited	t_northbound	timestamp	train_id_x	tweet_id	uid	is_delay	delay_minor	delay_med	delay_major	delay_catastrophic	is_backlog	is_canceled	is_passing	is_accident	is_medical	is_mechanical	is_customer	is_event	id	temp	precipiation	visability	windspeed	humidity	cloudcover
223	1	13	10	error	'268'	0	1	0	2015-10-13 23:57:14	268	654083503429017600	264654103695093686276	1	0	0	0	1	0	0	0	0	0	0	0	0	654083503429017600	72.5875	0.0	10.0	4.71571428571	0.608333333333	0.0508333333333
224	1	13	10	error	'261'	0	1	1	2015-10-13 23:43:53	261	654080145825796097	380654103695093686276	1	0	0	0	1	0	0	0	0	0	0	0	0	654080145825796097	72.5875	0.0	10.0	4.71571428571	0.608333333333	0.0508333333333
225	1	13	10	error	'254', ''	0	1	0	2015-10-13 22:04:40	254	654055177708695553	385654097977678557184	0	0	0	0	0	0	1	0	0	0	0	0	0	654055177708695553	72.5875	0.0	10.0	4.71571428571	0.608333333333	0.0508333333333
226	1	13	10	rush_evening	'134'	0	0	0	2015-10-13 17:41:24	134	653988922138095616	287654097977678557184	0	0	0	0	0	0	1	0	0	0	0	0	0	653988922138095616	72.5875	0.0	10.0	4.71571428571	0.608333333333	0.0508333333333
227	0	12	10	rush_evening	'324'	1	0	0	2015-10-12 16:26:47	324	653607755639451648	274654089827072081920	0	0	0	0	0	0	0	0	0	0	0	0	0	653607755639451648	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
228	0	12	10	rush_evening	'324', '226'	1	0	0	2015-10-12 16:10:11	324	653603579136118784	268654083503429017600	1	0	0	0	0	0	1	0	0	0	0	0	0	653603579136118784	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
229	0	12	10	rush_evening	'324', '226'	1	0	0	2015-10-12 16:10:11	324	653603579136118784	268654083503429017600	1	0	0	0	0	0	1	0	0	0	0	0	0	653603579136118784	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
230	0	12	10	rush_evening	'324', '226'	0	1	0	2015-10-12 16:10:11	226	653603579136118784	261654080145825796097	1	0	0	0	0	0	0	0	1	0	0	0	0	653603579136118784	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
231	0	12	10	rush_evening	'324', '226'	0	1	0	2015-10-12 16:10:11	226	653603579136118784	261654080145825796097	1	0	0	0	0	0	0	0	1	0	0	0	0	653603579136118784	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
232	0	12	10	workday	'324'	1	0	0	2015-10-12 15:59:24	324	653600865522094082	254654055177708695553	1	1	0	0	0	0	0	0	0	0	0	0	0	653600865522094082	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
233	0	12	10	workday	'324'	1	0	0	2015-10-12 15:55:28	324	653599875326603264	134653988922138095616	1	0	1	0	0	0	0	0	0	0	0	0	0	653599875326603264	68.48	0.000291666666667	9.98291666667	3.88565217391	0.720416666667	0.01
234	5	10	10	rush_evening	'423'	0	0	1	2015-10-10 16:37:18	423	652885627390656512	324653607755639451648	1	0	0	0	0	0	1	0	0	0	0	0	0	652885627390656512	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
235	5	10	10	rush_evening	'423'	0	0	1	2015-10-10 16:06:44	423	652877934517063680	324653603579136118784	0	0	0	0	0	0	0	0	0	0	0	0	0	652877934517063680	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
236	5	10	10	workday	'423', '425'	0	0	1	2015-10-10 15:46:07	423	652872745819111424	226653603579136118784	0	0	0	0	0	0	0	0	0	0	0	0	0	652872745819111424	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
237	5	10	10	workday	'423', '425'	0	0	1	2015-10-10 15:46:07	423	652872745819111424	226653603579136118784	0	0	0	0	0	0	0	0	0	0	0	0	0	652872745819111424	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
238	5	10	10	workday	'423', '425'	0	0	1	2015-10-10 15:46:07	425	652872745819111424	324653600865522094082	0	0	0	0	0	0	0	0	0	0	0	0	0	652872745819111424	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
239	5	10	10	workday	'423', '425'	0	0	1	2015-10-10 15:46:07	425	652872745819111424	324653600865522094082	0	0	0	0	0	0	0	0	0	0	0	0	0	652872745819111424	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
240	5	10	10	workday	'423'	0	0	1	2015-10-10 15:19:10	423	652865965898657792	324653599875326603264	1	0	0	0	0	0	0	0	0	0	1	0	0	652865965898657792	65.6458333333	0.0	7.65916666667	6.7125	0.81875	0.123333333333
241	4	9	10	error	'254'	0	1	0	2015-10-09 22:35:11	254	652613306692210688	423652885627390656512	1	0	0	0	0	0	1	0	0	0	0	0	0	652613306692210688	68.45125	0.0	10.0	6.38333333333	0.640416666667	0.03875
242	4	9	10	rush_evening	'138'	0	0	0	2015-10-09 18:26:56	138	652550831330344961	423652877934517063680	0	0	0	0	0	0	0	0	0	0	0	0	0	652550831330344961	68.45125	0.0	10.0	6.38333333333	0.640416666667	0.03875
243	4	9	10	rush_evening	'138'	0	0	0	2015-10-09 17:25:29	138	652535366927290368	423652872745819111424	0	0	0	0	0	0	0	0	0	0	0	0	0	652535366927290368	68.45125	0.0	10.0	6.38333333333	0.640416666667	0.03875
244	4	9	10	error	'156'	0	0	0	2015-10-09 00:05:19	156	652273598980222976	425652872745819111424	0	0	0	0	0	0	0	0	0	0	0	0	0	652273598980222976	68.45125	0.0	10.0	6.38333333333	0.640416666667	0.03875
245	3	8	10	error	'156'	0	0	0	2015-10-08 23:59:19	156	652272089278230528	423652865965898657792	1	0	0	0	0	0	0	0	1	0	0	0	0	652272089278230528	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
246	3	8	10	error	'152'	0	0	0	2015-10-08 22:36:17	152	652251191867478017	254652613306692210688	1	1	0	0	0	0	0	0	0	0	0	0	0	652251191867478017	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
247	3	8	10	rush_evening	'135'	0	0	1	2015-10-08 16:45:33	135	652162926875246593	138652550831330344961	1	0	1	0	0	0	0	0	0	0	0	0	0	652162926875246593	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
248	3	8	10	rush_morning	'199'	0	0	1	2015-10-08 07:02:01	199	652016077006737408	138652535366927290368	1	1	0	0	0	0	0	0	0	0	1	0	0	652016077006737408	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
249	3	8	10	error	'197', ''	0	0	1	2015-10-08 06:58:03	197	652015079878078464	156652273598980222976	1	0	1	0	0	0	0	0	0	0	1	0	0	652015079878078464	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
250	3	8	10	error	'198'	0	0	0	2015-10-08 06:55:34	198	652014454775803904	156652272089278230528	1	0	0	0	0	0	0	0	0	0	1	0	0	652014454775803904	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
251	3	8	10	error	'197'	0	0	1	2015-10-08 06:46:40	197	652012213155160064	152652251191867478017	1	1	0	0	0	0	0	0	0	0	0	1	0	652012213155160064	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
252	3	8	10	error	'197'	0	0	1	2015-10-08 06:33:34	197	652008918722285569	135652162926875246593	0	0	0	0	0	0	0	0	0	0	0	0	0	652008918722285569	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
253	3	8	10	error	'197'	0	0	1	2015-10-08 06:23:05	197	652006281885040640	199652016077006737408	0	0	0	0	0	0	0	0	0	0	0	0	0	652006281885040640	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
254	3	8	10	error	'196'	0	0	0	2015-10-08 06:19:15	196	652005313453801472	197652015079878078464	1	0	0	0	1	0	0	0	0	0	0	0	0	652005313453801472	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
255	3	8	10	error	'197'	0	0	1	2015-10-08 06:12:18	197	652003565947367424	198652014454775803904	0	0	0	0	0	0	0	0	0	0	0	0	0	652003565947367424	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
256	3	8	10	error	'197'	0	0	1	2015-10-08 05:45:14	197	651996755311988736	197652012213155160064	0	0	0	0	0	0	0	0	0	0	0	0	0	651996755311988736	68.7608333333	0.0	10.0	6.23458333333	0.679166666667	0.0516666666667
257	2	7	10	error	'262'	0	1	0	2015-10-07 23:34:15	262	651903395188604928	197652008918722285569	1	0	0	0	0	0	0	0	1	0	1	0	0	651903395188604928	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
258	2	7	10	error	'155'	0	0	1	2015-10-07 22:24:51	155	651885926721818624	197652006281885040640	-	0	0	0	0	0	0	0	0	0	0	0	0	651885926721818624	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
259	2	7	10	error	'151'	0	0	1	2015-10-07 21:15:29	151	651868473686028288	196652005313453801472	1	1	0	0	0	0	0	0	1	0	0	0	0	651868473686028288	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
260	2	7	10	rush_evening	'135', '155'	0	0	1	2015-10-07 16:53:22	135	651802509825175553	197652003565947367424	1	0	0	0	0	0	0	0	1	0	0	0	0	651802509825175553	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
261	2	7	10	rush_evening	'135', '155'	0	0	1	2015-10-07 16:53:22	135	651802509825175553	197652003565947367424	1	0	0	0	0	0	0	0	1	0	0	0	0	651802509825175553	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
262	2	7	10	rush_evening	'135', '155'	0	0	1	2015-10-07 16:53:22	155	651802509825175553	197651996755311988736	1	0	0	0	0	0	0	0	1	0	0	0	0	651802509825175553	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
263	2	7	10	rush_evening	'135', '155'	0	0	1	2015-10-07 16:53:22	155	651802509825175553	197651996755311988736	1	0	0	0	0	0	0	0	1	0	0	0	0	651802509825175553	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
264	2	7	10	error	'190', '193'	0	0	0	2015-10-07 04:27:32	190	651614812112220160	262651903395188604928	0	0	0	0	0	0	0	0	0	0	0	0	0	651614812112220160	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
265	2	7	10	error	'190', '193'	0	0	0	2015-10-07 04:27:32	190	651614812112220160	262651903395188604928	0	0	0	0	0	0	0	0	0	0	0	0	0	651614812112220160	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
266	2	7	10	error	'190', '193'	0	0	1	2015-10-07 04:27:32	193	651614812112220160	155651885926721818624	1	0	1	0	0	0	0	0	0	1	0	0	0	651614812112220160	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
267	2	7	10	error	'190', '193'	0	0	1	2015-10-07 04:27:32	193	651614812112220160	155651885926721818624	1	0	1	0	0	0	0	0	0	1	0	0	0	651614812112220160	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
268	2	7	10	error	'192', '195'	0	0	0	2015-10-07 03:59:07	192	651607663621464064	151651868473686028288	1	1	0	0	0	0	0	0	0	0	0	1	0	651607663621464064	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
269	2	7	10	error	'192', '195'	0	0	0	2015-10-07 03:59:07	192	651607663621464064	151651868473686028288	1	1	0	0	0	0	0	0	0	0	0	1	0	651607663621464064	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
270	2	7	10	error	'192', '195'	0	0	1	2015-10-07 03:59:07	195	651607663621464064	135651802509825175553	0	0	0	0	0	0	0	0	0	0	0	0	0	651607663621464064	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
271	2	7	10	error	'192', '195'	0	0	1	2015-10-07 03:59:07	195	651607663621464064	135651802509825175553	0	0	0	0	0	0	0	0	0	0	0	0	0	651607663621464064	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
272	2	7	10	error	'191'	0	0	1	2015-10-07 03:45:01	191	651604113449324544	155651802509825175553	0	0	0	0	0	0	0	0	0	0	0	0	0	651604113449324544	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
273	2	7	10	error	'191'	0	0	1	2015-10-07 03:29:49	191	651600289020051456	190651614812112220160	1	0	0	0	1	1	0	0	0	0	0	1	0	651600289020051456	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
274	2	7	10	error	'190', ''	0	0	0	2015-10-07 03:16:37	190	651596965776486406	193651614812112220160	1	0	0	1	0	1	0	0	0	0	0	1	0	651596965776486406	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
275	2	7	10	error	'284'	0	1	0	2015-10-07 03:08:57	284	651595035083849728	192651607663621464064	0	0	0	0	0	0	0	0	0	0	0	0	0	651595035083849728	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
276	2	7	10	error	'287'	0	1	1	2015-10-07 03:04:16	287	651593856228560896	195651607663621464064	0	0	0	0	0	0	0	0	0	0	0	0	0	651593856228560896	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
277	2	7	10	error	'284'	0	1	0	2015-10-07 03:00:34	284	651592925302820865	191651604113449324544	1	0	1	0	0	0	0	0	0	0	0	0	0	651592925302820865	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
278	2	7	10	error	'284'	0	1	0	2015-10-07 02:59:48	284	651592734721990656	191651600289020051456	1	0	1	0	0	0	0	0	0	0	0	0	0	651592734721990656	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
279	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	284	651586788620808192	190651596965776486406	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
280	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	284	651586788620808192	190651596965776486406	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
281	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	284	651586788620808192	190651596965776486406	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
282	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	284	651586788620808192	190651596965776486406	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
283	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	288	651586788620808192	284651595035083849728	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
284	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	288	651586788620808192	284651595035083849728	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
285	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	288	651586788620808192	284651595035083849728	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
286	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	288	651586788620808192	284651595035083849728	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
287	2	7	10	error	'284', '288', '287', '385'	0	1	1	2015-10-07 02:36:10	287	651586788620808192	287651593856228560896	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
288	2	7	10	error	'284', '288', '287', '385'	0	1	1	2015-10-07 02:36:10	287	651586788620808192	287651593856228560896	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
289	2	7	10	error	'284', '288', '287', '385'	0	1	1	2015-10-07 02:36:10	287	651586788620808192	287651593856228560896	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
290	2	7	10	error	'284', '288', '287', '385'	0	1	1	2015-10-07 02:36:10	287	651586788620808192	287651593856228560896	0	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
291	2	7	10	error	'284', '288', '287', '385'	1	0	1	2015-10-07 02:36:10	385	651586788620808192	284651592925302820865	1	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
292	2	7	10	error	'284', '288', '287', '385'	1	0	1	2015-10-07 02:36:10	385	651586788620808192	284651592925302820865	1	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
293	2	7	10	error	'284', '288', '287', '385'	1	0	1	2015-10-07 02:36:10	385	651586788620808192	284651592925302820865	1	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
294	2	7	10	error	'284', '288', '287', '385'	1	0	1	2015-10-07 02:36:10	385	651586788620808192	284651592925302820865	1	0	0	0	0	0	0	0	0	0	0	0	0	651586788620808192	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
295	2	7	10	error	'284'	0	1	0	2015-10-07 02:33:25	284	651586095717617665	284651592734721990656	0	0	0	0	0	0	0	0	0	0	0	0	0	651586095717617665	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
296	2	7	10	error	'284'	0	1	0	2015-10-07 02:08:58	284	651579941780193281	284651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0	651579941780193281	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
297	2	7	10	error	'273'	0	1	1	2015-10-07 00:58:30	273	651562206006382593	288651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0	651562206006382593	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
298	2	7	10	error	'273'	0	1	1	2015-10-07 00:38:34	273	651557191837618176	287651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0	651557191837618176	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
299	2	7	10	error	'273'	0	1	1	2015-10-07 00:30:04	273	651555054609018880	385651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0	651555054609018880	65.7345833333	0.0	9.49166666667	5.95454545455	0.75125	0.1335
300	1	6	10	error	'360'	1	0	0	2015-10-06 23:56:43	360	651546661106286594	284651586095717617665	1	0	0	0	1	0	0	0	1	0	0	0	0	651546661106286594	65.4175	0.0	10.0	5.135	0.729583333333	0.0933333333333
301	1	6	10	rush_evening	'233'	0	1	1	2015-10-06 16:57:00	233	651441034711330816	284651579941780193281	1	0	0	0	1	0	0	0	1	0	0	0	0	651441034711330816	65.4175	0.0	10.0	5.135	0.729583333333	0.0933333333333
302	4	2	10	error	'272'	0	1	0	2015-10-02 00:57:50	272	649750101221490688	273651562206006382593	1	0	1	0	0	0	0	0	0	0	1	0	0	649750101221490688	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
303	4	2	10	error	'272'	0	1	0	2015-10-02 00:50:48	272	649748332068233217	273651557191837618176	1	0	1	0	0	0	0	0	0	0	1	0	0	649748332068233217	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
304	4	2	10	error	'375'	1	0	1	2015-10-02 00:49:13	375	649747930870484992	273651555054609018880	1	1	0	0	0	0	0	0	0	0	0	0	0	649747930870484992	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
305	4	2	10	error	'274'	0	1	0	2015-10-02 00:39:49	274	649745568105787392	360651546661106286594	0	0	0	0	0	0	0	0	0	0	0	0	0	649745568105787392	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
306	4	2	10	error	'277', '375'	0	1	1	2015-10-02 00:35:36	277	649744506707775489	233651441034711330816	1	0	1	0	0	0	0	0	0	0	0	0	0	649744506707775489	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
307	4	2	10	error	'277', '375'	0	1	1	2015-10-02 00:35:36	277	649744506707775489	233651441034711330816	1	0	1	0	0	0	0	0	0	0	0	0	0	649744506707775489	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
308	4	2	10	error	'277', '375'	1	0	1	2015-10-02 00:35:36	375	649744506707775489	272649750101221490688	0	0	0	0	0	0	0	0	0	0	0	0	0	649744506707775489	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
309	4	2	10	error	'277', '375'	1	0	1	2015-10-02 00:35:36	375	649744506707775489	272649750101221490688	0	0	0	0	0	0	0	0	0	0	0	0	0	649744506707775489	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
310	4	2	10	error	'272'	0	1	0	2015-10-02 00:06:23	272	649737154260692992	272649748332068233217	1	1	0	0	0	0	0	0	0	0	0	0	0	649737154260692992	65.28125	0.0	10.0	5.83227272727	0.7215	0.0205
311	3	1	10	error	'159'	0	0	1	2015-10-01 23:58:37	159	649735197408129024	375649747930870484992	1	0	0	1	0	0	0	0	0	0	1	0	0	649735197408129024	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
312	3	1	10	error	'360'	1	0	0	2015-10-01 23:56:25	360	649734646515658753	274649745568105787392	1	0	0	1	0	0	0	0	0	0	0	0	0	649734646515658753	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
313	3	1	10	error	'159'	0	0	1	2015-10-01 23:41:28	159	649730884631789569	277649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649730884631789569	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
314	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
315	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
316	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
317	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
318	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
319	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
320	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
321	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
322	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
323	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
324	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
325	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
326	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
327	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
328	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
329	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
330	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
331	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
332	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
333	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
334	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
335	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
