	day_of_week	day_of_month	month	time_of_day	topic_train	t_bullet	t_limited	t_northbound	timestamp	train_id_x	tweet_id	uid	is_delay	delay_minor	delay_med	delay_major	delay_catastrophic	is_backlog	is_canceled	is_passing	is_accident	is_medical	is_mechanical	is_customer	is_event	id	temp	precipiation	visability	windspeed	humidity	cloudcover
441	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
442	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
443	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
444	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
445	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
446	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
447	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
448	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
449	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
450	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
451	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
452	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
453	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
454	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
455	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
456	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
457	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649729608636469249	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
458	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649726981399965696	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
459	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649726981399965696	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
460	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649726981399965696	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
461	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649726981399965696	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
462	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649633839543791616	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
463	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649633839543791616	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
464	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649633839543791616	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
465	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649633839543791616	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
466	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649630493890121729	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
467	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649630493890121729	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
468	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649630493890121729	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
469	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0	649630493890121729	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
470	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 16:42:55	233	649625550919626752	159649726981399965696	1	0	0	0	0	0	0	0	1	0	0	0	0	649625550919626752	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
471	3	1	10	workday	'323'	1	0	1	2015-10-01 15:57:28	323	649614113706905600	147649679868867710976	1	1	0	0	0	0	0	0	0	0	1	0	0	649614113706905600	65.885	0.000666666666667	9.9925	5.97304347826	0.785416666667	0.212
472	2	30	9	error	'156', ''	0	0	0	2015-09-30 21:52:48	156	649341147899404288	143649666491281870848	1	0	1	0	0	0	0	0	0	0	0	0	0	649341147899404288	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
473	2	30	9	error	'146'	0	0	0	2015-09-30 20:05:31	146	649314150598881280	237649633839543791616	0	0	0	0	0	0	0	0	0	0	0	0	0	649314150598881280	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
474	2	30	9	rush_evening	'135'	0	0	1	2015-09-30 17:06:22	135	649269064154660864	233649630493890121729	1	1	0	0	0	0	0	0	0	0	0	1	0	649269064154660864	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
475	2	30	9	rush_evening	'233'	0	1	1	2015-09-30 16:54:05	233	649265974940684288	233649625550919626752	0	0	0	0	0	0	0	0	0	0	0	0	0	649265974940684288	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
476	2	30	9	error	'376'	1	0	0	2015-09-30 01:49:38	376	649038360854421504	323649614113706905600	1	0	1	0	0	0	0	0	0	1	0	0	0	649038360854421504	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
477	2	30	9	error	'277'	0	1	1	2015-09-30 01:42:16	277	649036507177619456	156649341147899404288	0	0	0	0	0	0	0	0	0	0	0	0	0	649036507177619456	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
478	2	30	9	error	'375'	1	0	1	2015-09-30 01:39:59	375	649035931572285440	146649314150598881280	1	0	1	0	0	0	0	0	0	0	0	0	0	649035931572285440	61.9866666667	0.000416666666667	9.98375	4.11545454545	0.80625	0.0895
479	1	29	9	error	'365'	1	0	1	2015-09-29 23:54:49	365	649009468013842432	135649269064154660864	1	1	0	0	0	0	0	0	0	0	0	0	0	649009468013842432	62.8479166667	0.0	9.99333333333	5.49458333333	0.745416666667	0.0455555555556
480	0	28	9	rush_evening	'135'	0	0	1	2015-09-28 17:16:08	135	648546745631137792	233649265974940684288	1	1	0	0	0	0	0	0	0	0	0	0	0	648546745631137792	63.9683333333	0.0	10.0	6.585	0.775	0.1
481	5	26	9	error	'371'	1	0	1	2015-09-26 05:56:02	371	647650819240624129	376649038360854421504	1	1	0	0	0	0	0	0	0	0	0	0	0	647650819240624129	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
482	5	26	9	error	'193'	0	0	1	2015-09-26 03:17:30	193	647610922622578690	277649036507177619456	1	0	1	0	0	0	0	0	0	0	0	0	1	647610922622578690	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
483	5	26	9	error	'283'	0	1	1	2015-09-26 02:55:39	283	647605423852253184	375649035931572285440	1	0	1	0	0	0	0	0	0	1	0	1	0	647605423852253184	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
484	5	26	9	error	'274'	0	1	0	2015-09-26 02:55:18	274	647605335100755968	365649009468013842432	0	0	0	0	0	0	0	0	0	0	0	0	0	647605335100755968	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
485	5	26	9	error	'274'	0	1	0	2015-09-26 02:52:51	274	647604719343415297	135648546745631137792	1	0	1	0	0	0	0	0	0	0	0	1	0	647604719343415297	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
486	5	26	9	error	'269'	0	1	1	2015-09-26 02:30:18	269	647599045595103232	371647650819240624129	0	0	0	0	0	0	0	0	0	0	0	0	0	647599045595103232	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
487	5	26	9	error	'317'	1	0	1	2015-09-26 00:40:23	317	647571383325581312	193647610922622578690	1	0	0	0	1	0	0	0	0	0	0	0	0	647571383325581312	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
488	5	26	9	error	'371'	1	0	1	2015-09-26 00:36:23	371	647570375048495104	283647605423852253184	0	0	0	0	0	0	0	0	0	0	0	0	0	647570375048495104	66.8695833333	0.0	10.0	6.10043478261	0.704583333333	0.154583333333
489	4	25	9	error	'261'	0	1	1	2015-09-25 23:33:43	261	647554606940028932	274647605335100755968	0	0	0	0	0	0	0	0	0	0	0	0	0	647554606940028932	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
490	4	25	9	error	'151'	0	0	1	2015-09-25 21:28:33	151	647523107528249344	274647604719343415297	0	0	0	0	0	0	0	0	0	0	0	0	0	647523107528249344	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
491	4	25	9	rush_evening	'135'	0	0	1	2015-09-25 16:54:08	135	647454046240923648	269647599045595103232	0	0	0	0	0	0	0	0	0	0	0	0	0	647454046240923648	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
492	4	25	9	rush_evening	'231'	0	1	1	2015-09-25 16:27:18	231	647447295722582017	317647571383325581312	1	0	0	0	0	0	0	0	1	0	0	0	0	647447295722582017	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
493	4	25	9	workday	'231', '322'	0	1	1	2015-09-25 15:56:12	231	647439467356098560	371647570375048495104	1	0	0	0	0	0	0	0	1	0	0	0	0	647439467356098560	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
494	4	25	9	workday	'231', '322'	0	1	1	2015-09-25 15:56:12	231	647439467356098560	371647570375048495104	1	0	0	0	0	0	0	0	1	0	0	0	0	647439467356098560	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
495	4	25	9	workday	'231', '322'	1	0	0	2015-09-25 15:56:12	322	647439467356098560	261647554606940028932	0	0	0	0	0	0	0	0	0	0	0	0	0	647439467356098560	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
496	4	25	9	workday	'231', '322'	1	0	0	2015-09-25 15:56:12	322	647439467356098560	261647554606940028932	0	0	0	0	0	0	0	0	0	0	0	0	0	647439467356098560	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
497	4	25	9	workday	'231'	0	1	1	2015-09-25 15:50:53	231	647438131247976448	151647523107528249344	1	1	0	0	0	0	0	0	0	0	0	0	0	647438131247976448	69.2120833333	0.0	10.0	5.86458333333	0.580416666667	0.1475
498	3	24	9	error	'150'	0	0	0	2015-09-24 20:53:49	150	647151976166199297	135647454046240923648	0	0	0	0	0	0	0	0	0	0	0	0	0	647151976166199297	70.9104166667	0.0	10.0	4.48545454545	0.5675	0.0654166666667
499	3	24	9	error	'146'	0	0	0	2015-09-24 20:15:29	146	647142329044746240	231647447295722582017	1	0	1	0	0	0	0	0	0	0	0	1	0	647142329044746240	70.9104166667	0.0	10.0	4.48545454545	0.5675	0.0654166666667
500	3	24	9	rush_evening	'135'	0	0	1	2015-09-24 16:45:04	135	647089377999360000	231647439467356098560	1	0	0	0	0	0	0	0	0	0	0	1	0	647089377999360000	70.9104166667	0.0	10.0	4.48545454545	0.5675	0.0654166666667
501	2	23	9	error	'155'	0	0	1	2015-09-23 22:31:48	155	646814248224428032	322647439467356098560	1	0	0	0	0	0	0	0	0	0	0	1	0	646814248224428032	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
502	2	23	9	rush_evening	'135'	0	0	1	2015-09-23 16:17:36	135	646720075999784960	231647438131247976448	1	1	0	0	0	0	0	0	1	0	0	0	0	646720075999784960	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
503	2	23	9	rush_evening	'231', '135'	0	1	1	2015-09-23 16:15:20	231	646719505939324929	150647151976166199297	1	1	0	0	0	0	0	0	0	0	0	1	0	646719505939324929	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
504	2	23	9	rush_evening	'231', '135'	0	1	1	2015-09-23 16:15:20	231	646719505939324929	150647151976166199297	1	1	0	0	0	0	0	0	0	0	0	1	0	646719505939324929	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
505	2	23	9	rush_evening	'231', '135'	0	0	1	2015-09-23 16:15:20	135	646719505939324929	146647142329044746240	1	1	0	0	0	0	0	0	0	0	0	0	0	646719505939324929	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
506	2	23	9	rush_evening	'231', '135'	0	0	1	2015-09-23 16:15:20	135	646719505939324929	146647142329044746240	1	1	0	0	0	0	0	0	0	0	0	0	0	646719505939324929	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
507	2	23	9	rush_evening	'135'	0	0	1	2015-09-23 16:13:10	135	646718962944765952	135647089377999360000	0	0	0	0	0	0	0	0	0	0	0	0	0	646718962944765952	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
508	2	23	9	rush_evening	'324'	1	0	0	2015-09-23 16:06:01	324	646717161247936513	155646814248224428032	1	1	0	0	0	0	0	0	0	0	0	0	0	646717161247936513	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
509	2	23	9	workday	'221'	0	1	1	2015-09-23 15:01:59	221	646701048371896320	135646720075999784960	1	0	0	0	0	1	0	1	0	0	0	0	0	646701048371896320	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
510	2	23	9	workday	'210'	0	1	0	2015-09-23 14:46:23	210	646697123044392960	231646719505939324929	1	0	0	0	0	1	0	1	0	0	0	0	0	646697123044392960	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
511	2	23	9	error	'277', ''	0	1	1	2015-09-23 02:00:04	277	646504270095740928	135646719505939324929	1	0	0	0	0	1	0	1	0	0	0	0	0	646504270095740928	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
512	2	23	9	error	'381', '277'	1	0	1	2015-09-23 01:51:53	381	646502211992727552	135646718962944765952	0	0	0	0	0	0	0	0	0	0	0	0	0	646502211992727552	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
513	2	23	9	error	'381', '277'	1	0	1	2015-09-23 01:51:53	381	646502211992727552	135646718962944765952	0	0	0	0	0	0	0	0	0	0	0	0	0	646502211992727552	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
514	2	23	9	error	'381', '277'	0	1	1	2015-09-23 01:51:53	277	646502211992727552	324646717161247936513	1	0	1	0	0	0	0	0	0	0	0	0	0	646502211992727552	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
515	2	23	9	error	'381', '277'	0	1	1	2015-09-23 01:51:53	277	646502211992727552	324646717161247936513	1	0	1	0	0	0	0	0	0	0	0	0	0	646502211992727552	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
516	2	23	9	error	'278'	0	1	0	2015-09-23 01:41:13	278	646499528535769088	221646701048371896320	1	0	0	0	0	0	0	0	0	1	0	0	0	646499528535769088	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
517	2	23	9	error	'277'	0	1	1	2015-09-23 01:35:01	277	646497968380473344	210646697123044392960	1	0	0	0	0	0	0	0	1	1	0	0	0	646497968380473344	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
518	2	23	9	error	'277'	0	1	1	2015-09-23 01:28:25	277	646496306802786304	277646504270095740928	0	0	0	0	0	0	0	0	0	0	0	0	0	646496306802786304	65.1895833333	0.0	10.0	4.78333333333	0.655833333333	0.08875
519	1	22	9	error	'267'	0	1	1	2015-09-22 23:54:26	267	646472653994242048	381646502211992727552	1	0	0	0	0	1	0	1	0	0	0	0	0	646472653994242048	64.5158333333	0.0	9.9775	6.54125	0.72625	0.09625
520	1	22	9	error	'267'	0	1	1	2015-09-22 23:50:33	267	646471677446979585	277646502211992727552	1	0	0	0	0	1	0	1	0	0	0	0	0	646471677446979585	64.5158333333	0.0	9.9775	6.54125	0.72625	0.09625
521	1	22	9	rush_evening	'135'	0	0	1	2015-09-22 17:13:40	135	646371800163586048	278646499528535769088	0	0	0	0	0	0	0	0	0	0	0	0	0	646371800163586048	64.5158333333	0.0	9.9775	6.54125	0.72625	0.09625
522	1	22	9	rush_evening	'233'	0	1	1	2015-09-22 16:53:19	233	646366677085515776	277646497968380473344	1	0	0	0	0	0	0	0	1	0	0	0	0	646366677085515776	64.5158333333	0.0	9.9775	6.54125	0.72625	0.09625
523	1	22	9	rush_evening	'322'	1	0	0	2015-09-22 16:07:41	322	646355193852878848	277646496306802786304	1	0	0	0	0	0	0	0	1	0	0	0	0	646355193852878848	64.5158333333	0.0	9.9775	6.54125	0.72625	0.09625
524	1	22	9	error	'268'	0	1	0	2015-09-22 01:36:35	268	646135974179663872	267646472653994242048	0	0	0	0	0	0	0	0	0	0	0	0	0	646135974179663872	64.5158333333	0.0	9.9775	6.54125	0.72625	0.09625
525	3	17	9	workday	'319'	1	0	1	2015-09-17 14:40:07	319	644521218570219520	267646471677446979585	1	0	1	0	0	0	0	0	0	0	1	0	0	644521218570219520	65.3916666667	0.0	10.0	6.81666666667	0.703333333333	0.1235
526	3	17	9	error	'283'	0	1	1	2015-09-17 01:45:21	283	644326239835033600	135646371800163586048	1	0	1	0	0	0	0	0	0	0	0	0	0	644326239835033600	65.3916666667	0.0	10.0	6.81666666667	0.703333333333	0.1235
527	3	17	9	error	'273'	0	1	1	2015-09-17 00:22:24	273	644305366927302656	233646366677085515776	0	0	0	0	0	0	0	0	0	0	0	0	0	644305366927302656	65.3916666667	0.0	10.0	6.81666666667	0.703333333333	0.1235
528	2	16	9	rush_evening	'135'	0	0	1	2015-09-16 17:03:57	135	644195025950146560	322646355193852878848	1	0	1	0	0	0	0	0	0	0	0	0	0	644195025950146560	64.3029166667	0.0	9.98708333333	7.38416666667	0.61875	0.085
529	2	16	9	error	'279'	0	1	1	2015-09-16 01:12:52	279	643955679384866816	268646135974179663872	1	1	0	0	0	0	0	0	0	0	1	0	0	643955679384866816	64.3029166667	0.0	9.98708333333	7.38416666667	0.61875	0.085
530	2	16	9	error	'269'	0	1	1	2015-09-16 00:42:26	269	643948021462335489	319644521218570219520	1	0	1	0	0	0	0	1	0	0	1	0	0	643948021462335489	64.3029166667	0.0	9.98708333333	7.38416666667	0.61875	0.085
531	1	15	9	error	'147'	0	0	1	2015-09-15 20:38:11	147	643886554000179200	283644326239835033600	1	1	0	0	0	0	0	0	0	0	0	0	1	643886554000179200	63.6566666667	0.0	10.0	8.5	0.654166666667	0.18125
532	0	14	9	rush_evening	'143'	0	0	1	2015-09-14 19:30:52	143	643507221503078400	273644305366927302656	0	0	0	0	0	0	0	0	0	0	0	0	0	643507221503078400	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
533	0	14	9	rush_evening	'143'	0	0	1	2015-09-14 19:09:52	143	643501937950896128	135644195025950146560	0	0	0	0	0	0	0	0	0	0	0	0	0	643501937950896128	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
534	0	14	9	error	'449'	0	0	1	2015-09-14 06:10:55	449	643305909226106880	279643955679384866816	0	0	0	0	0	0	0	0	0	0	0	0	0	643305909226106880	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
535	0	14	9	error	'449'	0	0	1	2015-09-14 05:45:58	449	643299632093630464	269643948021462335489	1	1	0	0	0	0	0	0	0	0	0	0	1	643299632093630464	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
536	0	14	9	error	'449'	0	0	1	2015-09-14 05:44:27	449	643299247815700480	147643886554000179200	1	0	1	0	0	0	0	0	0	0	0	0	0	643299247815700480	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
537	0	14	9	error	'449'	0	0	1	2015-09-14 05:26:09	449	643294645502394368	143643507221503078400	1	0	0	1	0	0	0	0	1	0	0	0	0	643294645502394368	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
538	0	14	9	error	'449'	0	0	1	2015-09-14 05:21:08	449	643293381326565376	143643501937950896128	1	0	0	1	0	0	0	0	0	0	0	0	0	643293381326565376	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
539	0	14	9	error	'449'	0	0	1	2015-09-14 04:58:03	449	643287573775843328	449643305909226106880	1	0	0	0	0	0	0	0	1	0	1	0	0	643287573775843328	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
540	0	14	9	error	'449'	0	0	1	2015-09-14 04:55:05	449	643286827030347776	449643299632093630464	0	0	0	0	0	0	0	0	0	0	0	0	0	643286827030347776	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
541	0	14	9	error	'449'	0	0	1	2015-09-14 04:41:16	449	643283350073946112	449643299247815700480	0	0	0	0	0	0	0	0	0	0	0	0	0	643283350073946112	66.2358333333	0.0	10.0	6.475	0.735833333333	0.0660869565217
542	4	11	9	error	'150'	0	0	0	2015-09-11 22:38:12	150	642467205163163648	449643294645502394368	0	0	0	0	0	0	0	0	0	0	0	0	0	642467205163163648	71.2058333333	0.0	10.0	6.54375	0.620833333333	0.0841666666667
543	4	11	9	rush_evening	'135', ''	0	0	1	2015-09-11 17:03:01	135	642382852928237568	449643293381326565376	0	0	0	0	0	0	0	0	0	0	0	0	0	642382852928237568	71.2058333333	0.0	10.0	6.54375	0.620833333333	0.0841666666667
544	4	11	9	error	'269'	0	1	1	2015-09-11 01:16:40	269	642144695741583360	449643287573775843328	1	0	0	1	0	0	0	0	1	0	0	0	0	642144695741583360	71.2058333333	0.0	10.0	6.54375	0.620833333333	0.0841666666667
545	3	10	9	error	'254', '155', ''	0	1	0	2015-09-10 22:36:05	254	642104283597553664	449643286827030347776	0	0	0	0	0	0	0	0	0	0	0	0	0	642104283597553664	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
546	3	10	9	error	'254', '155', ''	0	1	0	2015-09-10 22:36:05	254	642104283597553664	449643286827030347776	0	0	0	0	0	0	0	0	0	0	0	0	0	642104283597553664	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
547	3	10	9	error	'254', '155', ''	0	0	1	2015-09-10 22:36:05	155	642104283597553664	449643283350073946112	1	0	0	0	0	0	0	0	1	0	0	0	0	642104283597553664	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
548	3	10	9	error	'254', '155', ''	0	0	1	2015-09-10 22:36:05	155	642104283597553664	449643283350073946112	1	0	0	0	0	0	0	0	1	0	0	0	0	642104283597553664	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
549	3	10	9	error	'254'	0	1	0	2015-09-10 22:05:00	254	642096460742438913	150642467205163163648	1	1	0	0	0	0	0	0	0	0	0	0	0	642096460742438913	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
550	3	10	9	error	'150'	0	0	0	2015-09-10 21:26:34	150	642086787171659777	135642382852928237568	0	0	0	0	0	0	0	0	0	0	0	0	0	642086787171659777	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
551	3	10	9	rush_evening	'227'	0	1	1	2015-09-10 16:12:24	227	642007725501743104	269642144695741583360	1	0	1	0	0	0	0	0	0	0	1	0	0	642007725501743104	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
552	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	221	641981977378209792	254642104283597553664	1	0	1	0	0	1	0	0	0	0	0	0	0	641981977378209792	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
553	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	221	641981977378209792	254642104283597553664	1	0	1	0	0	1	0	0	0	0	0	0	0	641981977378209792	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
554	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	231	641981977378209792	155642104283597553664	1	1	0	0	0	1	0	0	0	0	0	0	0	641981977378209792	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
555	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	231	641981977378209792	155642104283597553664	1	1	0	0	0	1	0	0	0	0	0	0	0	641981977378209792	74.10125	0.0	10.0	6.04041666667	0.5425	0.13375
