	day_of_week	day_of_month	month	time_of_day	topic_train	t_bullet	t_limited	t_northbound	timestamp	train_id_x	tweet_id	uid	is_delay	delay_minor	delay_med	delay_major	delay_catastrophic	is_backlog	is_canceled	is_passing	is_accident	is_medical	is_mechanical	is_customer	is_event
171	5	10	10	workday	'423', '425'	0	0	1	2015-10-10 15:46:07	425	652872745819111424	324653600865522094082	0	0	0	0	0	0	0	0	0	0	0	0	0
172	5	10	10	workday	'423'	0	0	1	2015-10-10 15:19:10	423	652865965898657792	324653599875326603264	1	0	0	0	0	0	0	0	0	0	1	0	0
173	4	9	10	error	'254'	0	1	0	2015-10-09 22:35:11	254	652613306692210688	423652885627390656512	1	0	0	0	0	0	1	0	0	0	0	0	0
174	4	9	10	rush_evening	'138'	0	0	0	2015-10-09 18:26:56	138	652550831330344961	423652877934517063680	0	0	0	0	0	0	0	0	0	0	0	0	0
175	4	9	10	rush_evening	'138'	0	0	0	2015-10-09 17:25:29	138	652535366927290368	423652872745819111424	0	0	0	0	0	0	0	0	0	0	0	0	0
176	4	9	10	error	'156'	0	0	0	2015-10-09 00:05:19	156	652273598980222976	425652872745819111424	0	0	0	0	0	0	0	0	0	0	0	0	0
177	3	8	10	error	'156'	0	0	0	2015-10-08 23:59:19	156	652272089278230528	423652865965898657792	1	0	0	0	0	0	0	0	1	0	0	0	0
178	3	8	10	error	'152'	0	0	0	2015-10-08 22:36:17	152	652251191867478017	254652613306692210688	1	1	0	0	0	0	0	0	0	0	0	0	0
179	3	8	10	rush_evening	'135'	0	0	1	2015-10-08 16:45:33	135	652162926875246593	138652550831330344961	1	0	1	0	0	0	0	0	0	0	0	0	0
180	3	8	10	rush_morning	'199'	0	0	1	2015-10-08 07:02:01	199	652016077006737408	138652535366927290368	1	1	0	0	0	0	0	0	0	0	1	0	0
181	3	8	10	error	'197', ''	0	0	1	2015-10-08 06:58:03	197	652015079878078464	156652273598980222976	1	0	1	0	0	0	0	0	0	0	1	0	0
182	3	8	10	error	'198'	0	0	0	2015-10-08 06:55:34	198	652014454775803904	156652272089278230528	1	0	0	0	0	0	0	0	0	0	1	0	0
183	3	8	10	error	'197'	0	0	1	2015-10-08 06:46:40	197	652012213155160064	152652251191867478017	1	1	0	0	0	0	0	0	0	0	0	1	0
184	3	8	10	error	'197'	0	0	1	2015-10-08 06:33:34	197	652008918722285569	135652162926875246593	0	0	0	0	0	0	0	0	0	0	0	0	0
185	3	8	10	error	'197'	0	0	1	2015-10-08 06:23:05	197	652006281885040640	199652016077006737408	0	0	0	0	0	0	0	0	0	0	0	0	0
186	3	8	10	error	'196'	0	0	0	2015-10-08 06:19:15	196	652005313453801472	197652015079878078464	1	0	0	0	1	0	0	0	0	0	0	0	0
187	3	8	10	error	'197'	0	0	1	2015-10-08 06:12:18	197	652003565947367424	198652014454775803904	0	0	0	0	0	0	0	0	0	0	0	0	0
188	3	8	10	error	'197'	0	0	1	2015-10-08 05:45:14	197	651996755311988736	197652012213155160064	0	0	0	0	0	0	0	0	0	0	0	0	0
189	2	7	10	error	'262'	0	1	0	2015-10-07 23:34:15	262	651903395188604928	197652008918722285569	1	0	0	0	0	0	0	0	1	0	1	0	0
190	2	7	10	error	'155'	0	0	1	2015-10-07 22:24:51	155	651885926721818624	197652006281885040640	-	0	0	0	0	0	0	0	0	0	0	0	0
191	2	7	10	error	'151'	0	0	1	2015-10-07 21:15:29	151	651868473686028288	196652005313453801472	1	1	0	0	0	0	0	0	1	0	0	0	0
192	2	7	10	rush_evening	'135', '155'	0	0	1	2015-10-07 16:53:22	135	651802509825175553	197652003565947367424	1	0	0	0	0	0	0	0	1	0	0	0	0
193	2	7	10	rush_evening	'135', '155'	0	0	1	2015-10-07 16:53:22	155	651802509825175553	197651996755311988736	1	0	0	0	0	0	0	0	1	0	0	0	0
194	2	7	10	error	'190', '193'	0	0	0	2015-10-07 04:27:32	190	651614812112220160	262651903395188604928	0	0	0	0	0	0	0	0	0	0	0	0	0
195	2	7	10	error	'190', '193'	0	0	1	2015-10-07 04:27:32	193	651614812112220160	155651885926721818624	1	0	1	0	0	0	0	0	0	1	0	0	0
196	2	7	10	error	'192', '195'	0	0	0	2015-10-07 03:59:07	192	651607663621464064	151651868473686028288	1	1	0	0	0	0	0	0	0	0	0	1	0
197	2	7	10	error	'192', '195'	0	0	1	2015-10-07 03:59:07	195	651607663621464064	135651802509825175553	0	0	0	0	0	0	0	0	0	0	0	0	0
198	2	7	10	error	'191'	0	0	1	2015-10-07 03:45:01	191	651604113449324544	155651802509825175553	0	0	0	0	0	0	0	0	0	0	0	0	0
199	2	7	10	error	'191'	0	0	1	2015-10-07 03:29:49	191	651600289020051456	190651614812112220160	1	0	0	0	1	1	0	0	0	0	0	1	0
200	2	7	10	error	'190', ''	0	0	0	2015-10-07 03:16:37	190	651596965776486406	193651614812112220160	1	0	0	1	0	1	0	0	0	0	0	1	0
201	2	7	10	error	'284'	0	1	0	2015-10-07 03:08:57	284	651595035083849728	192651607663621464064	0	0	0	0	0	0	0	0	0	0	0	0	0
202	2	7	10	error	'287'	0	1	1	2015-10-07 03:04:16	287	651593856228560896	195651607663621464064	0	0	0	0	0	0	0	0	0	0	0	0	0
203	2	7	10	error	'284'	0	1	0	2015-10-07 03:00:34	284	651592925302820865	191651604113449324544	1	0	1	0	0	0	0	0	0	0	0	0	0
204	2	7	10	error	'284'	0	1	0	2015-10-07 02:59:48	284	651592734721990656	191651600289020051456	1	0	1	0	0	0	0	0	0	0	0	0	0
205	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	284	651586788620808192	190651596965776486406	0	0	0	0	0	0	0	0	0	0	0	0	0
206	2	7	10	error	'284', '288', '287', '385'	0	1	0	2015-10-07 02:36:10	288	651586788620808192	284651595035083849728	0	0	0	0	0	0	0	0	0	0	0	0	0
207	2	7	10	error	'284', '288', '287', '385'	0	1	1	2015-10-07 02:36:10	287	651586788620808192	287651593856228560896	0	0	0	0	0	0	0	0	0	0	0	0	0
208	2	7	10	error	'284', '288', '287', '385'	1	0	1	2015-10-07 02:36:10	385	651586788620808192	284651592925302820865	1	0	0	0	0	0	0	0	0	0	0	0	0
209	2	7	10	error	'284'	0	1	0	2015-10-07 02:33:25	284	651586095717617665	284651592734721990656	0	0	0	0	0	0	0	0	0	0	0	0	0
210	2	7	10	error	'284'	0	1	0	2015-10-07 02:08:58	284	651579941780193281	284651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0
211	2	7	10	error	'273'	0	1	1	2015-10-07 00:58:30	273	651562206006382593	288651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0
212	2	7	10	error	'273'	0	1	1	2015-10-07 00:38:34	273	651557191837618176	287651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0
213	2	7	10	error	'273'	0	1	1	2015-10-07 00:30:04	273	651555054609018880	385651586788620808192	1	0	0	0	0	0	0	0	0	0	0	0	0
214	1	6	10	error	'360'	1	0	0	2015-10-06 23:56:43	360	651546661106286594	284651586095717617665	1	0	0	0	1	0	0	0	1	0	0	0	0
215	1	6	10	rush_evening	'233'	0	1	1	2015-10-06 16:57:00	233	651441034711330816	284651579941780193281	1	0	0	0	1	0	0	0	1	0	0	0	0
216	4	2	10	error	'272'	0	1	0	2015-10-02 00:57:50	272	649750101221490688	273651562206006382593	1	0	1	0	0	0	0	0	0	0	1	0	0
217	4	2	10	error	'272'	0	1	0	2015-10-02 00:50:48	272	649748332068233217	273651557191837618176	1	0	1	0	0	0	0	0	0	0	1	0	0
218	4	2	10	error	'375'	1	0	1	2015-10-02 00:49:13	375	649747930870484992	273651555054609018880	1	1	0	0	0	0	0	0	0	0	0	0	0
219	4	2	10	error	'274'	0	1	0	2015-10-02 00:39:49	274	649745568105787392	360651546661106286594	0	0	0	0	0	0	0	0	0	0	0	0	0
220	4	2	10	error	'277', '375'	0	1	1	2015-10-02 00:35:36	277	649744506707775489	233651441034711330816	1	0	1	0	0	0	0	0	0	0	0	0	0
221	4	2	10	error	'277', '375'	1	0	1	2015-10-02 00:35:36	375	649744506707775489	272649750101221490688	0	0	0	0	0	0	0	0	0	0	0	0	0
222	4	2	10	error	'272'	0	1	0	2015-10-02 00:06:23	272	649737154260692992	272649748332068233217	1	1	0	0	0	0	0	0	0	0	0	0	0
223	3	1	10	error	'159'	0	0	1	2015-10-01 23:58:37	159	649735197408129024	375649747930870484992	1	0	0	1	0	0	0	0	0	0	1	0	0
224	3	1	10	error	'360'	1	0	0	2015-10-01 23:56:25	360	649734646515658753	274649745568105787392	1	0	0	1	0	0	0	0	0	0	0	0	0
225	3	1	10	error	'159'	0	0	1	2015-10-01 23:41:28	159	649730884631789569	277649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0
226	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	375649744506707775489	1	0	0	0	0	0	0	1	0	0	1	0	0
227	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	272649737154260692992	0	0	0	0	0	0	0	0	0	0	0	0	0
228	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	159649735197408129024	0	0	0	0	0	0	0	0	0	0	0	0	0
229	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	360649734646515658753	1	0	0	0	0	0	0	0	0	0	0	0	0
230	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	159649730884631789569	1	0	0	0	0	0	0	0	1	0	0	0	0
231	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
232	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
233	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
234	3	1	10	error	'360', '262', ''	1	0	0	2015-10-01 23:36:24	360	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
235	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
236	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
237	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
238	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
239	3	1	10	error	'147'	0	0	1	2015-10-01 20:18:45	147	649679868867710976	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
240	3	1	10	error	'147'	0	0	1	2015-10-01 20:18:45	147	649679868867710976	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
241	3	1	10	error	'147'	0	0	1	2015-10-01 20:18:45	147	649679868867710976	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
242	3	1	10	error	'147'	0	0	1	2015-10-01 20:18:45	147	649679868867710976	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
243	3	1	10	rush_evening	'143'	0	0	1	2015-10-01 19:25:36	143	649666491281870848	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
244	3	1	10	rush_evening	'143'	0	0	1	2015-10-01 19:25:36	143	649666491281870848	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
245	3	1	10	rush_evening	'143'	0	0	1	2015-10-01 19:25:36	143	649666491281870848	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
246	3	1	10	rush_evening	'143'	0	0	1	2015-10-01 19:25:36	143	649666491281870848	360649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
247	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
248	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
249	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
250	3	1	10	error	'360', '262', ''	0	1	0	2015-10-01 23:36:24	262	649729608636469249	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
251	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
252	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
253	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
254	3	1	10	error	'159'	0	0	1	2015-10-01 23:25:58	159	649726981399965696	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
255	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
256	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
257	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
258	3	1	10	rush_evening	'237', ''	0	1	1	2015-10-01 17:15:51	237	649633839543791616	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
259	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
260	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
261	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
262	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 17:02:33	233	649630493890121729	262649729608636469249	1	0	0	0	0	1	0	0	0	0	0	0	0
263	3	1	10	rush_evening	'233'	0	1	1	2015-10-01 16:42:55	233	649625550919626752	159649726981399965696	1	0	0	0	0	0	0	0	1	0	0	0	0
264	3	1	10	workday	'323'	1	0	1	2015-10-01 15:57:28	323	649614113706905600	147649679868867710976	1	1	0	0	0	0	0	0	0	0	1	0	0
265	2	30	9	error	'156', ''	0	0	0	2015-09-30 21:52:48	156	649341147899404288	143649666491281870848	1	0	1	0	0	0	0	0	0	0	0	0	0
266	2	30	9	error	'146'	0	0	0	2015-09-30 20:05:31	146	649314150598881280	237649633839543791616	0	0	0	0	0	0	0	0	0	0	0	0	0
267	2	30	9	rush_evening	'135'	0	0	1	2015-09-30 17:06:22	135	649269064154660864	233649630493890121729	1	1	0	0	0	0	0	0	0	0	0	1	0
268	2	30	9	rush_evening	'233'	0	1	1	2015-09-30 16:54:05	233	649265974940684288	233649625550919626752	0	0	0	0	0	0	0	0	0	0	0	0	0
269	2	30	9	error	'376'	1	0	0	2015-09-30 01:49:38	376	649038360854421504	323649614113706905600	1	0	1	0	0	0	0	0	0	1	0	0	0
270	2	30	9	error	'277'	0	1	1	2015-09-30 01:42:16	277	649036507177619456	156649341147899404288	0	0	0	0	0	0	0	0	0	0	0	0	0
271	2	30	9	error	'375'	1	0	1	2015-09-30 01:39:59	375	649035931572285440	146649314150598881280	1	0	1	0	0	0	0	0	0	0	0	0	0
272	1	29	9	error	'365'	1	0	1	2015-09-29 23:54:49	365	649009468013842432	135649269064154660864	1	1	0	0	0	0	0	0	0	0	0	0	0
273	0	28	9	rush_evening	'135'	0	0	1	2015-09-28 17:16:08	135	648546745631137792	233649265974940684288	1	1	0	0	0	0	0	0	0	0	0	0	0
274	5	26	9	error	'371'	1	0	1	2015-09-26 05:56:02	371	647650819240624129	376649038360854421504	1	1	0	0	0	0	0	0	0	0	0	0	0
275	5	26	9	error	'193'	0	0	1	2015-09-26 03:17:30	193	647610922622578690	277649036507177619456	1	0	1	0	0	0	0	0	0	0	0	0	1
276	5	26	9	error	'283'	0	1	1	2015-09-26 02:55:39	283	647605423852253184	375649035931572285440	1	0	1	0	0	0	0	0	0	1	0	1	0
277	5	26	9	error	'274'	0	1	0	2015-09-26 02:55:18	274	647605335100755968	365649009468013842432	0	0	0	0	0	0	0	0	0	0	0	0	0
278	5	26	9	error	'274'	0	1	0	2015-09-26 02:52:51	274	647604719343415297	135648546745631137792	1	0	1	0	0	0	0	0	0	0	0	1	0
279	5	26	9	error	'269'	0	1	1	2015-09-26 02:30:18	269	647599045595103232	371647650819240624129	0	0	0	0	0	0	0	0	0	0	0	0	0
280	5	26	9	error	'317'	1	0	1	2015-09-26 00:40:23	317	647571383325581312	193647610922622578690	1	0	0	0	1	0	0	0	0	0	0	0	0
281	5	26	9	error	'371'	1	0	1	2015-09-26 00:36:23	371	647570375048495104	283647605423852253184	0	0	0	0	0	0	0	0	0	0	0	0	0
282	4	25	9	error	'261'	0	1	1	2015-09-25 23:33:43	261	647554606940028932	274647605335100755968	0	0	0	0	0	0	0	0	0	0	0	0	0
283	4	25	9	error	'151'	0	0	1	2015-09-25 21:28:33	151	647523107528249344	274647604719343415297	0	0	0	0	0	0	0	0	0	0	0	0	0
284	4	25	9	rush_evening	'135'	0	0	1	2015-09-25 16:54:08	135	647454046240923648	269647599045595103232	0	0	0	0	0	0	0	0	0	0	0	0	0
285	4	25	9	rush_evening	'231'	0	1	1	2015-09-25 16:27:18	231	647447295722582017	317647571383325581312	1	0	0	0	0	0	0	0	1	0	0	0	0
286	4	25	9	workday	'231', '322'	0	1	1	2015-09-25 15:56:12	231	647439467356098560	371647570375048495104	1	0	0	0	0	0	0	0	1	0	0	0	0
287	4	25	9	workday	'231', '322'	1	0	0	2015-09-25 15:56:12	322	647439467356098560	261647554606940028932	0	0	0	0	0	0	0	0	0	0	0	0	0
288	4	25	9	workday	'231'	0	1	1	2015-09-25 15:50:53	231	647438131247976448	151647523107528249344	1	1	0	0	0	0	0	0	0	0	0	0	0
289	3	24	9	error	'150'	0	0	0	2015-09-24 20:53:49	150	647151976166199297	135647454046240923648	0	0	0	0	0	0	0	0	0	0	0	0	0
290	3	24	9	error	'146'	0	0	0	2015-09-24 20:15:29	146	647142329044746240	231647447295722582017	1	0	1	0	0	0	0	0	0	0	0	1	0
291	3	24	9	rush_evening	'135'	0	0	1	2015-09-24 16:45:04	135	647089377999360000	231647439467356098560	1	0	0	0	0	0	0	0	0	0	0	1	0
292	2	23	9	error	'155'	0	0	1	2015-09-23 22:31:48	155	646814248224428032	322647439467356098560	1	0	0	0	0	0	0	0	0	0	0	1	0
293	2	23	9	rush_evening	'135'	0	0	1	2015-09-23 16:17:36	135	646720075999784960	231647438131247976448	1	1	0	0	0	0	0	0	1	0	0	0	0
294	2	23	9	rush_evening	'231', '135'	0	1	1	2015-09-23 16:15:20	231	646719505939324929	150647151976166199297	1	1	0	0	0	0	0	0	0	0	0	1	0
295	2	23	9	rush_evening	'231', '135'	0	0	1	2015-09-23 16:15:20	135	646719505939324929	146647142329044746240	1	1	0	0	0	0	0	0	0	0	0	0	0
296	2	23	9	rush_evening	'135'	0	0	1	2015-09-23 16:13:10	135	646718962944765952	135647089377999360000	0	0	0	0	0	0	0	0	0	0	0	0	0
297	2	23	9	rush_evening	'324'	1	0	0	2015-09-23 16:06:01	324	646717161247936513	155646814248224428032	1	1	0	0	0	0	0	0	0	0	0	0	0
298	2	23	9	workday	'221'	0	1	1	2015-09-23 15:01:59	221	646701048371896320	135646720075999784960	1	0	0	0	0	1	0	1	0	0	0	0	0
299	2	23	9	workday	'210'	0	1	0	2015-09-23 14:46:23	210	646697123044392960	231646719505939324929	1	0	0	0	0	1	0	1	0	0	0	0	0
300	2	23	9	error	'277', ''	0	1	1	2015-09-23 02:00:04	277	646504270095740928	135646719505939324929	1	0	0	0	0	1	0	1	0	0	0	0	0
301	2	23	9	error	'381', '277'	1	0	1	2015-09-23 01:51:53	381	646502211992727552	135646718962944765952	0	0	0	0	0	0	0	0	0	0	0	0	0
302	2	23	9	error	'381', '277'	0	1	1	2015-09-23 01:51:53	277	646502211992727552	324646717161247936513	1	0	1	0	0	0	0	0	0	0	0	0	0
303	2	23	9	error	'278'	0	1	0	2015-09-23 01:41:13	278	646499528535769088	221646701048371896320	1	0	0	0	0	0	0	0	0	1	0	0	0
304	2	23	9	error	'277'	0	1	1	2015-09-23 01:35:01	277	646497968380473344	210646697123044392960	1	0	0	0	0	0	0	0	1	1	0	0	0
305	2	23	9	error	'277'	0	1	1	2015-09-23 01:28:25	277	646496306802786304	277646504270095740928	0	0	0	0	0	0	0	0	0	0	0	0	0
306	1	22	9	error	'267'	0	1	1	2015-09-22 23:54:26	267	646472653994242048	381646502211992727552	1	0	0	0	0	1	0	1	0	0	0	0	0
307	1	22	9	error	'267'	0	1	1	2015-09-22 23:50:33	267	646471677446979585	277646502211992727552	1	0	0	0	0	1	0	1	0	0	0	0	0
308	1	22	9	rush_evening	'135'	0	0	1	2015-09-22 17:13:40	135	646371800163586048	278646499528535769088	0	0	0	0	0	0	0	0	0	0	0	0	0
309	1	22	9	rush_evening	'233'	0	1	1	2015-09-22 16:53:19	233	646366677085515776	277646497968380473344	1	0	0	0	0	0	0	0	1	0	0	0	0
310	1	22	9	rush_evening	'322'	1	0	0	2015-09-22 16:07:41	322	646355193852878848	277646496306802786304	1	0	0	0	0	0	0	0	1	0	0	0	0
311	1	22	9	error	'268'	0	1	0	2015-09-22 01:36:35	268	646135974179663872	267646472653994242048	0	0	0	0	0	0	0	0	0	0	0	0	0
312	3	17	9	workday	'319'	1	0	1	2015-09-17 14:40:07	319	644521218570219520	267646471677446979585	1	0	1	0	0	0	0	0	0	0	1	0	0
313	3	17	9	error	'283'	0	1	1	2015-09-17 01:45:21	283	644326239835033600	135646371800163586048	1	0	1	0	0	0	0	0	0	0	0	0	0
314	3	17	9	error	'273'	0	1	1	2015-09-17 00:22:24	273	644305366927302656	233646366677085515776	0	0	0	0	0	0	0	0	0	0	0	0	0
315	2	16	9	rush_evening	'135'	0	0	1	2015-09-16 17:03:57	135	644195025950146560	322646355193852878848	1	0	1	0	0	0	0	0	0	0	0	0	0
316	2	16	9	error	'279'	0	1	1	2015-09-16 01:12:52	279	643955679384866816	268646135974179663872	1	1	0	0	0	0	0	0	0	0	1	0	0
317	2	16	9	error	'269'	0	1	1	2015-09-16 00:42:26	269	643948021462335489	319644521218570219520	1	0	1	0	0	0	0	1	0	0	1	0	0
318	1	15	9	error	'147'	0	0	1	2015-09-15 20:38:11	147	643886554000179200	283644326239835033600	1	1	0	0	0	0	0	0	0	0	0	0	1
319	0	14	9	rush_evening	'143'	0	0	1	2015-09-14 19:30:52	143	643507221503078400	273644305366927302656	0	0	0	0	0	0	0	0	0	0	0	0	0
320	0	14	9	rush_evening	'143'	0	0	1	2015-09-14 19:09:52	143	643501937950896128	135644195025950146560	0	0	0	0	0	0	0	0	0	0	0	0	0
321	0	14	9	error	'449'	0	0	1	2015-09-14 06:10:55	449	643305909226106880	279643955679384866816	0	0	0	0	0	0	0	0	0	0	0	0	0
322	0	14	9	error	'449'	0	0	1	2015-09-14 05:45:58	449	643299632093630464	269643948021462335489	1	1	0	0	0	0	0	0	0	0	0	0	1
323	0	14	9	error	'449'	0	0	1	2015-09-14 05:44:27	449	643299247815700480	147643886554000179200	1	0	1	0	0	0	0	0	0	0	0	0	0
324	0	14	9	error	'449'	0	0	1	2015-09-14 05:26:09	449	643294645502394368	143643507221503078400	1	0	0	1	0	0	0	0	1	0	0	0	0
325	0	14	9	error	'449'	0	0	1	2015-09-14 05:21:08	449	643293381326565376	143643501937950896128	1	0	0	1	0	0	0	0	0	0	0	0	0
326	0	14	9	error	'449'	0	0	1	2015-09-14 04:58:03	449	643287573775843328	449643305909226106880	1	0	0	0	0	0	0	0	1	0	1	0	0
327	0	14	9	error	'449'	0	0	1	2015-09-14 04:55:05	449	643286827030347776	449643299632093630464	0	0	0	0	0	0	0	0	0	0	0	0	0
328	0	14	9	error	'449'	0	0	1	2015-09-14 04:41:16	449	643283350073946112	449643299247815700480	0	0	0	0	0	0	0	0	0	0	0	0	0
329	4	11	9	error	'150'	0	0	0	2015-09-11 22:38:12	150	642467205163163648	449643294645502394368	0	0	0	0	0	0	0	0	0	0	0	0	0
330	4	11	9	rush_evening	'135', ''	0	0	1	2015-09-11 17:03:01	135	642382852928237568	449643293381326565376	0	0	0	0	0	0	0	0	0	0	0	0	0
331	4	11	9	error	'269'	0	1	1	2015-09-11 01:16:40	269	642144695741583360	449643287573775843328	1	0	0	1	0	0	0	0	1	0	0	0	0
332	3	10	9	error	'254', '155', ''	0	1	0	2015-09-10 22:36:05	254	642104283597553664	449643286827030347776	0	0	0	0	0	0	0	0	0	0	0	0	0
333	3	10	9	error	'254', '155', ''	0	0	1	2015-09-10 22:36:05	155	642104283597553664	449643283350073946112	1	0	0	0	0	0	0	0	1	0	0	0	0
334	3	10	9	error	'254'	0	1	0	2015-09-10 22:05:00	254	642096460742438913	150642467205163163648	1	1	0	0	0	0	0	0	0	0	0	0	0
335	3	10	9	error	'150'	0	0	0	2015-09-10 21:26:34	150	642086787171659777	135642382852928237568	0	0	0	0	0	0	0	0	0	0	0	0	0
336	3	10	9	rush_evening	'227'	0	1	1	2015-09-10 16:12:24	227	642007725501743104	269642144695741583360	1	0	1	0	0	0	0	0	0	0	1	0	0
337	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	221	641981977378209792	254642104283597553664	1	0	1	0	0	1	0	0	0	0	0	0	0
338	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	231	641981977378209792	155642104283597553664	1	1	0	0	0	1	0	0	0	0	0	0	0
339	3	10	9	workday	'221'	0	1	1	2015-09-10 14:29:14	221	641981763590336513	254642096460742438913	1	1	0	0	0	0	0	0	0	0	0	0	1
340	3	10	9	workday	'221', '227'	0	1	1	2015-09-10 14:05:17	221	641975734794256384	150642086787171659777	1	1	0	0	0	0	0	0	0	0	0	0	0
341	3	10	9	workday	'221', '227'	0	1	1	2015-09-10 14:05:17	227	641975734794256384	227642007725501743104	1	1	0	0	0	0	0	0	0	0	0	0	0
342	3	10	9	workday	'221'	0	1	1	2015-09-10 13:46:16	221	641970951039533056	221641981977378209792	0	0	0	0	0	0	0	0	0	0	0	0	0
343	3	10	9	error	'287'	0	1	1	2015-09-10 01:52:46	287	641791390314184704	231641981977378209792	0	0	0	0	0	0	0	0	0	0	0	0	0
344	3	10	9	error	'282'	0	1	0	2015-09-10 01:51:03	282	641790961329115136	221641981763590336513	0	0	0	0	0	0	0	0	0	0	0	0	0
345	2	9	9	workday	'135'	0	0	1	2015-09-09 15:36:19	135	641636258867900416	221641975734794256384	1	0	0	0	0	0	1	0	0	0	0	0	0
346	2	9	9	error	'279'	0	1	1	2015-09-09 01:39:12	279	641425591816720384	227641975734794256384	1	0	0	0	0	0	1	0	0	0	0	0	0
347	2	9	9	error	'279'	0	1	1	2015-09-09 01:39:12	279	641425591816720384	221641970951039533056	1	0	1	0	0	0	0	0	0	0	1	0	0
