	Unnamed: 0	created_at	favorite_count	hashtags	id	in_reply_to_screen_name	retweet_count	text	day_of_week	day_of_month	month	time_of_day	topic_train	t_bullet	t_limited	t_northbound	timestamp	train_id	tweet_id
229	229	2015-09-30 21:52:48	1.0	SB156, Caltrain	649341147899404288		2.0	#SB156 will board @ BAY on the NB platform due to ballast relocation project.  #Caltrain	2	30	9	error	'156', ''	0	0	0	2015-09-30 21:52:48	156	649341147899404288
230	230	2015-09-30 20:05:31		SB146, Caltrain	649314150598881280		1.0	#SB146 is 12 mins late out of Belmont. #Caltrain	2	30	9	error	'146'	0	0	0	2015-09-30 20:05:31	146	649314150598881280
231	231	2015-09-30 17:06:22		NB135, Caltrain	649269064154660864		1.0	#NB135 is delayed 10 minutes at RWC. #Caltrain	2	30	9	rush_evening	'135'	0	0	1	2015-09-30 17:06:22	135	649269064154660864
232	232	2015-09-30 16:54:05		NB233, Caltrain	649265974940684288		1.0	#NB233 is 10 mins late arriving BUR. #Caltrain	2	30	9	rush_evening	'233'	0	1	1	2015-09-30 16:54:05	233	649265974940684288
233	233	2015-09-30 01:49:38	1.0	SB376, Caltrain	649038360854421504		2.0	#SB376 -10 mins late departing SJ. #Caltrain	2	30	9	error	'376'	1	0	0	2015-09-30 01:49:38	376	649038360854421504
234	234	2015-09-30 01:42:16	1.0	NB277, Caltrain	649036507177619456		3.0	#NB277 -12 mins late departing MIL due to Giants game and following delayed train. #Caltrain	2	30	9	error	'277'	0	1	1	2015-09-30 01:42:16	277	649036507177619456
235	235	2015-09-30 01:39:59	1.0	NB375, Caltrain	649035931572285440		3.0	#NB375 -18 mins late departing MIL due to passenger injury, heavy ridership. #Caltrain	2	30	9	error	'375'	1	0	1	2015-09-30 01:39:59	375	649035931572285440
236	236	2015-09-29 23:54:49	1.0	NB365, SFGiants, Caltrain	649009468013842432		2.0	#NB365 reported standing room only departing PA. #SFGiants #Caltrain	1	29	9	error	'365'	1	0	1	2015-09-29 23:54:49	365	649009468013842432
237	237	2015-09-28 17:16:08		NB135, Caltrain	648546745631137792		2.0	#NB135 is currently -12” approaching HIL due to heavy ridership. #Caltrain	0	28	9	rush_evening	'135'	0	0	1	2015-09-28 17:16:08	135	648546745631137792
238	238	2015-09-26 05:56:02	20.0	Caltrain, Apology, NB371	647650819240624129		8.0	Executive Director issues apology following tonight's incident.  http://t.co/Z3AhhlQKn4  #Caltrain #Apology #NB371	5	26	9	error	'371'	1	0	1	2015-09-26 05:56:02	371	647650819240624129
239	239	2015-09-26 03:17:30		NB193, Caltrain	647610922622578690		2.0	#NB193 departed SJ -43 mis late. All trains sticking to scheduled stops now. #Caltrain	5	26	9	error	'193'	0	0	1	2015-09-26 03:17:30	193	647610922622578690
240	240	2015-09-26 02:55:39	1.0	NB283, Caltrain	647605423852253184		1.0	#NB283 will stop at Broadway to collect remaining passengers. #Caltrain	5	26	9	error	'283'	0	1	1	2015-09-26 02:55:39	283	647605423852253184
241	241	2015-09-26 02:55:18	1.0	SB274, Caltrain	647605335100755968		2.0	#SB274 will stop at Broadway for Southbound passengers. #Caltrain	5	26	9	error	'274'	0	1	0	2015-09-26 02:55:18	274	647605335100755968
242	242	2015-09-26 02:52:51	2.0	SB274, Caltrain	647604719343415297		2.0	#SB274 will head South through Broadway shortly. #Caltrain	5	26	9	error	'274'	0	1	0	2015-09-26 02:52:51	274	647604719343415297
243	243	2015-09-26 02:30:18		Caltrain	647599045595103232		3.0	191 will be annulled. 193 will be the SB269. Will head to Tamien, then back North as 193. #Caltrain	5	26	9	error	'269'	0	1	1	2015-09-26 02:30:18	269	647599045595103232
244	244	2015-09-26 00:40:23	6.0	NB317, Burlingame, Caltrain	647571383325581312		26.0	#NB317 struck a vehicle on the tracks at Broadway Ave in #Burlingame. Crews are responding to the scene.  #Caltrain	5	26	9	error	'317'	1	0	1	2015-09-26 00:40:23	317	647571383325581312
245	245	2015-09-26 00:36:23	10.0	NB371, Caltrain	647570375048495104		30.0	#NB371 has struck a vehicle on the tracks. Expect delays. #Caltrain	5	26	9	error	'371'	1	0	1	2015-09-26 00:36:23	371	647570375048495104
246	246	2015-09-25 23:33:43		NB261, Caltrain	647554606940028932		2.0	#NB261 departed RWC standing room only. #Caltrain	4	25	9	error	'261'	0	1	1	2015-09-25 23:33:43	261	647554606940028932
247	247	2015-09-25 21:28:33		NB151, Caltrain	647523107528249344		1.0	#NB151 departed MIL -10 mins late. #Caltrain	4	25	9	error	'151'	0	0	1	2015-09-25 21:28:33	151	647523107528249344
248	248	2015-09-25 16:54:08		NB135, Caltrain	647454046240923648		1.0	#NB135 thru 155 will board on the southbound platforms at San Mateo &amp; Burlingame due to Bridge project. #Caltrain	4	25	9	rush_evening	'135'	0	0	1	2015-09-25 16:54:08	135	647454046240923648
249	249	2015-09-25 16:27:18		NB231, Caltrain	647447295722582017		1.0	#NB231 is 20 mins late due to earlier trespasser incident. #Caltrain	4	25	9	rush_evening	'231'	0	1	1	2015-09-25 16:27:18	231	647447295722582017
250	250	2015-09-25 15:56:12	1.0	NB231, SB322	647439467356098560		4.0	#NB231 and #SB322 are holding at the request of Palo Alto be due to a possible person on the tracks.	4	25	9	workday	'231', '322'	0	1	1	2015-09-25 15:56:12	231	647439467356098560
251	251	2015-09-25 15:56:12	1.0	NB231, SB322	647439467356098560		4.0	#NB231 and #SB322 are holding at the request of Palo Alto be due to a possible person on the tracks.	4	25	9	workday	'231', '322'	1	0	0	2015-09-25 15:56:12	322	647439467356098560
252	252	2015-09-25 15:50:53	1.0	NB231, Caltrain	647438131247976448		2.0	#NB231 is holding at San Antonio due to police activity near Cal Ave. #Caltrain	4	25	9	workday	'231'	0	1	1	2015-09-25 15:50:53	231	647438131247976448
253	253	2015-09-24 20:53:49	1.0	SB150, Caltrain	647151976166199297		4.0	#SB150 is 10 mins late out of San Mateo because someone released the emergency stop valve. #Caltrain	3	24	9	error	'150'	0	0	0	2015-09-24 20:53:49	150	647151976166199297
254	254	2015-09-24 20:15:29		SB146, Caltrain	647142329044746240		2.0	#SB146 is 10 mins late out of Menlo Park. #Caltrain	3	24	9	error	'146'	0	0	0	2015-09-24 20:15:29	146	647142329044746240
255	255	2015-09-24 16:45:04		NB135, Caltrain	647089377999360000		2.0	#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to Bridge project. #Caltrain	3	24	9	rush_evening	'135'	0	0	1	2015-09-24 16:45:04	135	647089377999360000
256	256	2015-09-23 22:31:48		NB155, Caltrain	646814248224428032		1.0	#NB155 -10 mins late out of Burlingame. #Caltrain	2	23	9	error	'155'	0	0	1	2015-09-23 22:31:48	155	646814248224428032
257	257	2015-09-23 16:17:36	1.0	NB135, Caltrain	646720075999784960		2.0	#NB135 will hold at Diridon until 231/33 combo departs (track 3). #Caltrain	2	23	9	rush_evening	'135'	0	0	1	2015-09-23 16:17:36	135	646720075999784960
258	258	2015-09-23 16:15:20		NB231, NB135, Caltrain	646719505939324929		2.0	#NB231/233 to depart Diridon in approx 10 mins, on track 3. #NB135 will hold at Diridon. #Caltrain	2	23	9	rush_evening	'231', '135'	0	1	1	2015-09-23 16:15:20	231	646719505939324929
259	259	2015-09-23 16:15:20		NB231, NB135, Caltrain	646719505939324929		2.0	#NB231/233 to depart Diridon in approx 10 mins, on track 3. #NB135 will hold at Diridon. #Caltrain	2	23	9	rush_evening	'231', '135'	0	0	1	2015-09-23 16:15:20	135	646719505939324929
260	260	2015-09-23 16:13:10		NB135, Caltrain	646718962944765952		1.0	#NB135 departing Diridon from track 4. #Caltrain	2	23	9	rush_evening	'135'	0	0	1	2015-09-23 16:13:10	135	646718962944765952
261	261	2015-09-23 16:06:01		SB324, Caltrain	646717161247936513		2.0	#SB324 is Currently –15 mins late out of HIL. #Caltrain	2	23	9	rush_evening	'324'	1	0	0	2015-09-23 16:06:01	324	646717161247936513
262	262	2015-09-23 15:01:59	2.0	NB221, Caltrain	646701048371896320		7.0	Main Track 1 has been released for single-tracking. Person was removed by EMS. #NB221 should start rolling shortly. #Caltrain	2	23	9	workday	'221'	0	1	1	2015-09-23 15:01:59	221	646701048371896320
263	263	2015-09-23 14:46:23	3.0	SB210, Caltrain	646697123044392960		25.0	#SB210 was involved in a pedestrian incident at San Antonio. Details to come. Expect delays. #Caltrain	2	23	9	workday	'210'	0	1	0	2015-09-23 14:46:23	210	646697123044392960
264	264	2015-09-23 02:00:04	1.0	NB277, Caltrain	646504270095740928		5.0	#NB277 is released to San Mateo Station. 381 will continue on schedule to support SB effort. #Caltrain	2	23	9	error	'277', ''	0	1	1	2015-09-23 02:00:04	277	646504270095740928
265	265	2015-09-23 01:51:53		NB381, NB277, Caltrain	646502211992727552		4.0	#NB381 to roll North first. #NB277 still stuck but will move to San Mateo as  soon as cleared. #Caltrain	2	23	9	error	'381', '277'	1	0	1	2015-09-23 01:51:53	381	646502211992727552
266	266	2015-09-23 01:51:53		NB381, NB277, Caltrain	646502211992727552		4.0	#NB381 to roll North first. #NB277 still stuck but will move to San Mateo as  soon as cleared. #Caltrain	2	23	9	error	'381', '277'	0	1	1	2015-09-23 01:51:53	277	646502211992727552
267	267	2015-09-23 01:41:13			646499528535769088		27.0	RT @GrowsBiz: .@Caltrain_News Drive safely people! Taken from SB278 http://t.co/ZPQQbAuBhD	2	23	9	error	'278'	0	1	0	2015-09-23 01:41:13	278	646499528535769088
268	268	2015-09-23 01:35:01	4.0	NB277, SanMateo, Caltrain	646497968380473344		13.0	#NB277 at 4th Ave in #SanMateo, occupant unharmed. All trains holding in area. 381, 282, 380 holding nearby. #Caltrain	2	23	9	error	'277'	0	1	1	2015-09-23 01:35:01	277	646497968380473344
269	269	2015-09-23 01:28:25	4.0	NB277, Caltrain	646496306802786304		10.0	#NB277 reported a vehicle strike at 4th AVE. milepost 18. Transit PD en route. Expect delays. #Caltrain	2	23	9	error	'277'	0	1	1	2015-09-23 01:28:25	277	646496306802786304
270	270	2015-09-22 23:54:26		NB267, Caltrain	646472653994242048		2.0	RT @BikesOnCaltrain: #NB267 will have 5 car Gallery set instead of 6 car Bombardier set. #Caltrain	1	22	9	error	'267'	0	1	1	2015-09-22 23:54:26	267	646472653994242048
271	271	2015-09-22 23:50:33		NB267, Caltrain	646471677446979585		2.0	#NB267 -11 mins late departing SJ due to mechanical trouble with the engine. #Caltrain	1	22	9	error	'267'	0	1	1	2015-09-22 23:50:33	267	646471677446979585
272	272	2015-09-22 17:13:40		NB135, Caltrain	646371800163586048		1.0	#NB135 is 15 mins late into SCarlos. #Caltrain	1	22	9	rush_evening	'135'	0	0	1	2015-09-22 17:13:40	135	646371800163586048
273	273	2015-09-22 16:53:19		NB233, Caltrain	646366677085515776		2.0	#NB233 thru 155 will board on the southbound platform at SMT and BUR until 3:25 due to Bridge project.  #Caltrain	1	22	9	rush_evening	'233'	0	1	1	2015-09-22 16:53:19	233	646366677085515776
274	274	2015-09-22 16:07:41		SB322, Caltrain	646355193852878848		1.0	#SB322 is departing MV 12 mins late. #Caltrain	1	22	9	rush_evening	'322'	1	0	0	2015-09-22 16:07:41	322	646355193852878848
275	275	2015-09-22 01:36:35	1.0	SB268, Caltrain	646135974179663872		2.0	#SB268 -10 mins late due to heat restriction. #Caltrain	1	22	9	error	'268'	0	1	0	2015-09-22 01:36:35	268	646135974179663872
276	276	2015-09-17 14:40:07		NB319, mechanical	644521218570219520		6.0	#NB319 14 minutes late out of PA. Will overtake 217 just south of Redwood City. #mechanical issues	3	17	9	workday	'319'	1	0	1	2015-09-17 14:40:07	319	644521218570219520
277	277	2015-09-17 01:45:21		NB283, Caltrain	644326239835033600		2.0	#NB283 -10 mins late @ RWC due to special event. #Caltrain	3	17	9	error	'283'	0	1	1	2015-09-17 01:45:21	283	644326239835033600
278	278	2015-09-17 00:22:24		NB273, Caltrain	644305366927302656		2.0	RT @BikesOnCaltrain: #NB273 will have a 5 car Gallery set instead of a 6 car Bombardier set. #Caltrain	3	17	9	error	'273'	0	1	1	2015-09-17 00:22:24	273	644305366927302656
279	279	2015-09-16 17:03:57		NB135, Caltrain	644195025950146560		2.0	#NB135 thru 155 will board on the southbound platform at SMT and BUR due to SMT Bridge project. #Caltrain	2	16	9	rush_evening	'135'	0	0	1	2015-09-16 17:03:57	135	644195025950146560
280	280	2015-09-16 01:12:52	1.0	NB279, Caltrain	643955679384866816		2.0	#NB279 reported at capacity for bikes departing PA. #Caltrain @BikesOnCaltrain	2	16	9	error	'279'	0	1	1	2015-09-16 01:12:52	279	643955679384866816
281	281	2015-09-16 00:42:26	2.0	NB269, Caltrain	643948021462335489		2.0	#NB269 -10 mins late due to special event. #Caltrain	2	16	9	error	'269'	0	1	1	2015-09-16 00:42:26	269	643948021462335489
282	282	2015-09-15 20:38:11	2.0	NB147, Caltrain	643886554000179200		2.0	#NB147 is 12 mins late. #Caltrain	1	15	9	error	'147'	0	0	1	2015-09-15 20:38:11	147	643886554000179200
283	283	2015-09-14 19:30:52		NB143, Caltrain	643507221503078400		1.0	#NB143 is still holding at San Carlos as police deal with a situation at Belmont. Now 35 mins late. #Caltrain	0	14	9	rush_evening	'143'	0	0	1	2015-09-14 19:30:52	143	643507221503078400
284	284	2015-09-14 19:09:52	3.0	NB143, Caltrain	643501937950896128		3.0	#NB143 is holding at San Carlos due to police action at Belmont. #Caltrain	0	14	9	rush_evening	'143'	0	0	1	2015-09-14 19:09:52	143	643501937950896128
285	285	2015-09-14 06:10:55	2.0	NB449	643305909226106880			#NB449 will be pushed out of the way and taken in for repairs.  Tracks are open for regular svc. No impacts to AM commute.	0	14	9	error	'449'	0	0	1	2015-09-14 06:10:55	449	643305909226106880
286	286	2015-09-14 05:45:58		NB449	643299632093630464			Northbound passengers boarding at Palo Alto and Cal. Ave. will board using the Southbound platform. #NB449	0	14	9	error	'449'	0	0	1	2015-09-14 05:45:58	449	643299632093630464
287	287	2015-09-14 05:44:27	1.0	NB449	643299247815700480		1.0	Spare train is now on scene for transfer of passengers from #NB449.  Will then continue north making all regular stops once trnsfr complete.	0	14	9	error	'449'	0	0	1	2015-09-14 05:44:27	449	643299247815700480
288	288	2015-09-14 05:26:09	4.0	NB449	643294645502394368		1.0	.@SFBART has been contacted regarding delayed passengers.  Request has been made to hold the last train of the night if possible. #NB449	0	14	9	error	'449'	0	0	1	2015-09-14 05:26:09	449	643294645502394368
289	289	2015-09-14 05:21:08	1.0	NB449	643293381326565376			Rescue train is en route to remove passengers from #NB449.	0	14	9	error	'449'	0	0	1	2015-09-14 05:21:08	449	643293381326565376
290	290	2015-09-14 04:58:03		NB449	643287573775843328		1.0	#NB449 is currently 30 minutes late.  It is still holding while emergency responders determine if the train can be moved.	0	14	9	error	'449'	0	0	1	2015-09-14 04:58:03	449	643287573775843328
291	291	2015-09-14 04:55:05		NB449	643286827030347776			Trains have been cleared to operate on the Southbound track around the incident scene.  #NB449	0	14	9	error	'449'	0	0	1	2015-09-14 04:55:05	449	643286827030347776
292	292	2015-09-14 04:41:16	3.0	NB449	643283350073946112		4.0	#NB449 struck an unoccupied vehicle just South of E. Meadow Dr. Please expect delays.	0	14	9	error	'449'	0	0	1	2015-09-14 04:41:16	449	643283350073946112
293	293	2015-09-11 22:38:12		SB150, Caltrain	642467205163163648		2.0	#SB150 – 10 min late @ Cal Ave due to Quint St. slow order. #Caltrain	4	11	9	error	'150'	0	0	0	2015-09-11 22:38:12	150	642467205163163648
294	294	2015-09-11 17:03:01		NB135, SanBruno	642382852928237568		1.0	"#NB135 thru 155 to board on the southbound platforms at SMT &amp; BUR due to Bridge project.  

Board on the NB platform @ #SanBruno until 3:30."	4	11	9	rush_evening	'135', ''	0	0	1	2015-09-11 17:03:01	135	642382852928237568
295	295	2015-09-11 01:16:40		NB269, Caltrain	642144695741583360		2.0	#NB269 -14 mins late due to earlier mechanical trouble. #Caltrain	4	11	9	error	'269'	0	1	1	2015-09-11 01:16:40	269	642144695741583360
296	296	2015-09-10 22:36:05	1.0	SB254, NB155, Caltrain	642104283597553664		3.0	"#SB254 -14 mins late at RWC
#NB155 -10 mins late at SBR
#Caltrain"	3	10	9	error	'254', '155', ''	0	1	0	2015-09-10 22:36:05	254	642104283597553664
297	297	2015-09-10 22:36:05	1.0	SB254, NB155, Caltrain	642104283597553664		3.0	"#SB254 -14 mins late at RWC
#NB155 -10 mins late at SBR
#Caltrain"	3	10	9	error	'254', '155', ''	0	0	1	2015-09-10 22:36:05	155	642104283597553664
298	298	2015-09-10 22:05:00		SB254, Caltrain	642096460742438913		1.0	#SB254 -10 mins delayed due to slow order, late departure. #Caltrain	3	10	9	error	'254'	0	1	0	2015-09-10 22:05:00	254	642096460742438913
299	299	2015-09-10 21:26:34		SB150, Caltrain	642086787171659777		1.0	#SB150 -10 mins delayed due to slow order. #Caltrain	3	10	9	error	'150'	0	0	0	2015-09-10 21:26:34	150	642086787171659777
300	300	2015-09-10 16:12:24		NB227, Caltrain	642007725501743104		1.0	#NB227 is currently -10 mins late approaching MIL. #Caltrain	3	10	9	rush_evening	'227'	0	1	1	2015-09-10 16:12:24	227	642007725501743104
301	301	2015-09-10 14:30:05			641981977378209792		4.0	NB221 passengers currently on combo train out of Gilroy will transfer to NB231 at Diridon.	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	221	641981977378209792
302	302	2015-09-10 14:30:05			641981977378209792		4.0	NB221 passengers currently on combo train out of Gilroy will transfer to NB231 at Diridon.	3	10	9	workday	'221', '231'	0	1	1	2015-09-10 14:30:05	231	641981977378209792
303	303	2015-09-10 14:29:14			641981763590336513		2.0	Replacement equipment found. NB 221 no longer combo. Departed Tamien on time.	3	10	9	workday	'221'	0	1	1	2015-09-10 14:29:14	221	641981763590336513
304	304	2015-09-10 14:05:17		mechanicaldelays	641975734794256384		6.0	NB 221 cancelled. NB 227 will run as a combo 221/227 out of Gilroy. #mechanicaldelays	3	10	9	workday	'221', '227'	0	1	1	2015-09-10 14:05:17	221	641975734794256384
305	305	2015-09-10 14:05:17		mechanicaldelays	641975734794256384		6.0	NB 221 cancelled. NB 227 will run as a combo 221/227 out of Gilroy. #mechanicaldelays	3	10	9	workday	'221', '227'	0	1	1	2015-09-10 14:05:17	227	641975734794256384
306	306	2015-09-10 13:46:16	1.0		641970951039533056		6.0	NB221 experiencing mechanical difficulties. Currently 15 minute delay.	3	10	9	workday	'221'	0	1	1	2015-09-10 13:46:16	221	641970951039533056
307	307	2015-09-10 01:52:46		SB287, Caltrain	641791390314184704		2.0	CORRECTION: #SB287 is holding near LAW, will creep up to make visual on the truck. #Caltrain	3	10	9	error	'287'	0	1	1	2015-09-10 01:52:46	287	641791390314184704
308	308	2015-09-10 01:51:03		SB282, Caltrain	641790961329115136		2.0	#SB282 is holding near LAW due to truck on trax. Trains will start stacking behind it. #Caltrain	3	10	9	error	'282'	0	1	0	2015-09-10 01:51:03	282	641790961329115136
309	309	2015-09-09 15:36:19		NB135, Caltrain	641636258867900416		3.0	#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to SMT Bridge project. #Caltrain	2	9	9	workday	'135'	0	0	1	2015-09-09 15:36:19	135	641636258867900416
310	310	2015-09-09 01:39:12	5.0	NB279, Caltrain	641425591816720384		6.0	#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain	2	9	9	error	'279'	0	1	1	2015-09-09 01:39:12	279	641425591816720384
311	311	2015-09-09 01:39:12	5.0	NB279, Caltrain	641425591816720384		6.0	#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain	2	9	9	error	'279'	0	1	1	2015-09-09 01:39:12	279	641425591816720384
312	312	2015-09-09 01:39:12	5.0	NB279, Caltrain	641425591816720384		6.0	#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain	2	9	9	error	'279'	0	1	1	2015-09-09 01:39:12	279	641425591816720384
313	313	2015-09-09 01:39:12	5.0	NB279, Caltrain	641425591816720384		6.0	#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain	2	9	9	error	'279'	0	1	1	2015-09-09 01:39:12	279	641425591816720384
314	314	2015-09-09 00:33:37		NB366, Caltrain	641409085108187136		5.0	#NB366 -10 mins late at SUN due to following delayed 262 (Heat Restriction). #Caltrain	2	9	9	error	'366'	1	0	0	2015-09-09 00:33:37	366	641409085108187136
315	315	2015-09-09 00:14:33		SB262, Caltrain	641404287445135360		2.0	#SB262 is 10 mins late out of PA due to heat restriction. #Caltrain	2	9	9	error	'262'	0	1	0	2015-09-09 00:14:33	262	641404287445135360
316	316	2015-09-08 23:30:53	1.0	NB371, Caltrain	641393298557530112		2.0	#NB371 will depart with a 5 car Gallery instead of a 6 car Bombardier due to mechanical issues on original equipment. #Caltrain	1	8	9	error	'371'	1	0	1	2015-09-08 23:30:53	371	641393298557530112
317	317	2015-09-08 21:25:42	1.0	SB150, Caltrain	641361794049507329		2.0	#SB150 is 10 mins late at MVW due to PTC single tracking. #Caltrain	1	8	9	error	'150'	0	0	0	2015-09-08 21:25:42	150	641361794049507329
318	318	2015-09-08 19:27:16		SB142, Caltrain	641331991644905472		2.0	#SB142 is 10 mins late out of San Antonio. #Caltrain	1	8	9	rush_evening	'142'	0	0	0	2015-09-08 19:27:16	142	641331991644905472
319	319	2015-09-08 17:06:01		NB233, Caltrain	641296442917822464		2.0	#NB233 is delayed 10 mins out of MIL. #Caltrain	1	8	9	rush_evening	'233'	0	1	1	2015-09-08 17:06:01	233	641296442917822464
320	320	2015-09-08 16:29:02		NB135, Caltrain	641287136520572928		2.0	#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to San Mateo Bridge project. #Caltrain	1	8	9	rush_evening	'135'	0	0	1	2015-09-08 16:29:02	135	641287136520572928
321	321	2015-09-04 22:43:25		SB152, Caltrain	639931803151699968		2.0	#SB152 is 17mins late @ LAW. #Caltrain	4	4	9	error	'152'	0	0	0	2015-09-04 22:43:25	152	639931803151699968
322	322	2015-09-04 22:28:54		SB152	639928147601813504		1.0	Rider RT: #SB152  https://t.co/TlzDJWIToY	4	4	9	error	'152'	0	0	0	2015-09-04 22:28:54	152	639928147601813504
323	323	2015-09-04 02:10:08	1.0	SB278, Caltrain	639621436919803904		2.0	#SB278 -11 mins late due to special event. #Caltrain	4	4	9	error	'278'	0	1	0	2015-09-04 02:10:08	278	639621436919803904
324	324	2015-09-03 04:14:07	1.0	NB197, Caltrain	639290251022696448		1.0	Single tracking will begin with #NB197.  All trains will board on the southbound track at Sunnyvale, LAW &amp; Santa Clara tonight. #Caltrain	3	3	9	error	'197'	0	0	1	2015-09-03 04:14:07	197	639290251022696448
325	325	2015-09-02 22:39:26		NB257, Caltrain	639206023199256577		1.0	#NB257 is -19 mins late en route to RWC due to late departure. #Caltrain	2	2	9	error	'257'	0	1	1	2015-09-02 22:39:26	257	639206023199256577
326	326	2015-09-02 22:34:34		SB152, Caltrain	639204798902878208		1.0	#SB152 -10 mins late at SUN due to single tracking @ SBR. #Caltrain	2	2	9	error	'152', ''	0	0	0	2015-09-02 22:34:34	152	639204798902878208
327	327	2015-09-02 21:55:14	1.0	NB257, Caltrain	639194900706136064		2.0	#NB257 departed TAM -17 mins late. #Caltrain	2	2	9	error	'257'	0	1	1	2015-09-02 21:55:14	257	639194900706136064
328	328	2015-09-02 21:44:34		NB257, Caltrain	639192214967443456		3.0	#NB257 is having mechanical issues at TAM. Currently 10 mins late &amp; counting. #Caltrain	2	2	9	error	'257'	0	1	1	2015-09-02 21:44:34	257	639192214967443456
329	329	2015-09-02 21:18:37		SB150, Caltrain	639185687137267713		2.0	#SB150 is -10” at PA due to single tracking. #Caltrain	2	2	9	error	'150'	0	0	0	2015-09-02 21:18:37	150	639185687137267713
330	330	2015-09-02 19:39:32		SB142, Caltrain	639160750322413568		2.0	#SB142 is 10 mins late out of LAW. #Caltrain	2	2	9	rush_evening	'142'	0	0	0	2015-09-02 19:39:32	142	639160750322413568
331	331	2015-09-02 19:28:03		NB143, Caltrain	639157859469664260		2.0	#NB143 will board on southbound platform at BAY. #Caltrain	2	2	9	rush_evening	'143'	0	0	1	2015-09-02 19:28:03	143	639157859469664260
332	332	2015-09-02 18:04:38		SB138, Caltrain	639136865837150208		2.0	#SB138 is 10 mins delayed out of San Carlos. #Caltrain	2	2	9	rush_evening	'138'	0	0	0	2015-09-02 18:04:38	138	639136865837150208
333	333	2015-09-02 14:40:05		NB313, Caltrain	639085392231206913		5.0	#NB313 is on the move after police activity to remove a passenger. 15 mins delayed.  #Caltrain	2	2	9	workday	'313'	1	0	1	2015-09-02 14:40:05	313	639085392231206913
334	334	2015-09-02 14:33:42	3.0	NB313, Caltrain	639083784957132800		5.0	There is a medical response happening on #NB313 according to several passengers. #Caltrain	2	2	9	workday	'313'	1	0	1	2015-09-02 14:33:42	313	639083784957132800
335	335	2015-09-01 22:06:57	1.0	SB152, Caltrain	638835460958085120		2.0	#SB152 is -10” out of San Carlos due to Quint St slow order, single tracking. #Caltrain	1	1	9	error	'152'	0	0	0	2015-09-01 22:06:57	152	638835460958085120
336	336	2015-09-01 21:10:05		NB155, Caltrain	638821151578288131		2.0	#NB155 will have a 6 car Bombardier set instead of a 5 car Gallery set due to mechanical issue. #Caltrain	1	1	9	error	'155'	0	0	1	2015-09-01 21:10:05	155	638821151578288131
337	337	2015-09-01 21:08:35		NB155, Caltrain	638820771599527936		2.0	#NB155 will be departing off depot track 6 in SJ. #Caltrain	1	1	9	error	'155'	0	0	1	2015-09-01 21:08:35	155	638820771599527936
338	338	2015-09-01 00:27:13		NB269, Caltrain	638508371084120064		3.0	#NB269 is at capacity for bikes and standing room only en route to RWC. #Caltrain	1	1	9	error	'269'	0	1	1	2015-09-01 00:27:13	269	638508371084120064
339	339	2015-08-31 18:33:49		NB139, SanBruno, Caltrain	638419437960347648		2.0	#NB139 is 10 mins delayed at #SanBruno. #Caltrain	0	31	8	rush_evening	'139'	0	0	1	2015-08-31 18:33:49	139	638419437960347648
340	340	2015-08-31 18:06:20	1.0	SB138, Caltrain	638412521611915264		3.0	#SB138 is 10 mins delayed at RWC. #Caltrain	0	31	8	rush_evening	'138'	0	0	0	2015-08-31 18:06:20	138	638412521611915264
341	341	2015-08-29 01:15:41		SB268, Caltrain	637433404426813440		2.0	#SB268 -10 mins late due to slow order and special event. #Caltrain	5	29	8	error	'268'	0	1	0	2015-08-29 01:15:41	268	637433404426813440
342	342	2015-08-28 22:34:33		SB152, Caltrain	637392854621417472		2.0	#SB152 -11 mins late departing PA. #Caltrain	4	28	8	error	'152'	0	0	0	2015-08-28 22:34:33	152	637392854621417472
343	343	2015-08-28 19:33:48		NB135, SanMateo, Burlingame, Caltrain	637347367222546437		3.0	#NB135 thru 155 will board on the southbound platforms at #SanMateo &amp; #Burlingame due to SM Bridge project.  #Caltrain	4	28	8	rush_evening	'135'	0	0	1	2015-08-28 19:33:48	135	637347367222546437
344	344	2015-08-28 19:33:04		SB142, Caltrain	637347183696605184		2.0	#SB142 is 10 mins delayed. #Caltrain	4	28	8	rush_evening	'142'	0	0	0	2015-08-28 19:33:04	142	637347183696605184
345	345	2015-08-28 01:16:24		SB268, Caltrain	637071196152991744		2.0	#SB268 is -10 mins late at LAW. #Caltrain	4	28	8	error	'268'	0	1	0	2015-08-28 01:16:24	268	637071196152991744
346	346	2015-08-28 00:12:42		SB360, Caltrain	637055166420619264		3.0	#SB360 is -10 mins late at SUN due to heavy ridership. #Caltrain	4	28	8	error	'360'	1	0	0	2015-08-28 00:12:42	360	637055166420619264
347	347	2015-08-27 22:40:19	3.0	SB150, Caltrain	637031918580531200		4.0	"#SB150 is 23 mins delayed due to ""unruly passenger."" #Caltrain"	3	27	8	error	'150'	0	0	0	2015-08-27 22:40:19	150	637031918580531200
