	train_id	stop_pa	t_northbound	time_pa	timestamp	temp	precipiation	visability	windspeed	humidity	cloudcover
35	278.0	1.0	0.0	2015-06-09 18:40:00	2015-06-09 18:40:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
36	380.0	1.0	0.0	2015-06-09 18:51:00	2015-06-09 18:51:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
37	282.0	1.0	0.0	2015-06-09 19:04:00	2015-06-09 19:04:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
38	284.0	0.0	0.0	2015-06-09 19:10:00	2015-06-09 19:10:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
39	386.0	1.0	0.0	2015-06-09 19:14:00	2015-06-09 19:14:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
40	288.0	1.0	0.0	2015-06-09 19:40:00	2015-06-09 19:40:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
41	190.0	1.0	0.0	2015-06-09 20:28:00	2015-06-09 20:28:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
42	192.0	1.0	0.0	2015-06-09 21:38:00	2015-06-09 21:38:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
43	194.0	1.0	0.0	2015-06-09 22:38:00	2015-06-09 22:38:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
44	196.0	1.0	0.0	2015-06-09 23:38:00	2015-06-09 23:38:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
45	101.0	1.0	1.0	2015-06-09 05:01:00	2015-06-09 05:01:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
46	103.0	1.0	1.0	2015-06-09 05:36:00	2015-06-09 05:36:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
47	305.0	1.0	1.0	2015-06-09 06:05:00	2015-06-09 06:05:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
48	207.0	1.0	1.0	2015-06-09 06:36:00	2015-06-09 06:36:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
49	309.0	1.0	1.0	2015-06-09 06:23:00	2015-06-09 06:23:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
50	211.0	0.0	1.0	2015-06-09 06:40:00	2015-06-09 06:40:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
51	313.0	1.0	1.0	2015-06-09 07:05:00	2015-06-09 07:05:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
52	215.0	1.0	1.0	2015-06-09 07:16:00	2015-06-09 07:16:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
53	217.0	1.0	1.0	2015-06-09 07:36:00	2015-06-09 07:36:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
54	319.0	1.0	1.0	2015-06-09 07:23:00	2015-06-09 07:23:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
55	221.0	0.0	1.0	2015-06-09 07:40:00	2015-06-09 07:40:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
56	323.0	1.0	1.0	2015-06-09 08:05:00	2015-06-09 08:05:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
57	225.0	1.0	1.0	2015-06-09 08:16:00	2015-06-09 08:16:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
58	227.0	1.0	1.0	2015-06-09 08:36:00	2015-06-09 08:36:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
59	329.0	1.0	1.0	2015-06-09 08:25:00	2015-06-09 08:25:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
60	231.0	0.0	1.0	2015-06-09 08:50:00	2015-06-09 08:50:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
61	233.0	1.0	1.0	2015-06-09 09:14:00	2015-06-09 09:14:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
62	135.0	1.0	1.0	2015-06-09 09:46:00	2015-06-09 09:46:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
63	237.0	1.0	1.0	2015-06-09 10:21:00	2015-06-09 10:21:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
64	139.0	1.0	1.0	2015-06-09 10:46:00	2015-06-09 10:46:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
65	143.0	1.0	1.0	2015-06-09 11:41:00	2015-06-09 11:41:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
66	147.0	1.0	1.0	2015-06-09 12:41:00	2015-06-09 12:41:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
67	151.0	1.0	1.0	2015-06-09 13:41:00	2015-06-09 13:41:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
68	155.0	1.0	1.0	2015-06-09 14:46:00	2015-06-09 14:46:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
69	257.0	1.0	1.0	2015-06-09 15:11:00	2015-06-09 15:11:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
70	159.0	1.0	1.0	2015-06-09 15:38:00	2015-06-09 15:38:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
71	261.0	1.0	1.0	2015-06-09 16:16:00	2015-06-09 16:16:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
72	263.0	1.0	1.0	2015-06-09 16:24:00	2015-06-09 16:24:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
73	365.0	1.0	1.0	2015-06-09 16:43:00	2015-06-09 16:43:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
74	267.0	1.0	1.0	2015-06-09 16:54:00	2015-06-09 16:54:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
75	269.0	1.0	1.0	2015-06-09 17:16:00	2015-06-09 17:16:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
76	371.0	1.0	1.0	2015-06-09 17:06:00	2015-06-09 17:06:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
77	273.0	1.0	1.0	2015-06-09 17:26:00	2015-06-09 17:26:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
78	375.0	1.0	1.0	2015-06-09 17:44:00	2015-06-09 17:44:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
79	277.0	1.0	1.0	2015-06-09 17:54:00	2015-06-09 17:54:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
80	279.0	1.0	1.0	2015-06-09 18:16:00	2015-06-09 18:16:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
81	381.0	1.0	1.0	2015-06-09 18:06:00	2015-06-09 18:06:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
82	283.0	1.0	1.0	2015-06-09 18:24:00	2015-06-09 18:24:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
83	385.0	1.0	1.0	2015-06-09 18:43:00	2015-06-09 18:43:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
84	287.0	1.0	1.0	2015-06-09 18:54:00	2015-06-09 18:54:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
85	289.0	1.0	1.0	2015-06-09 19:10:00	2015-06-09 19:10:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
86	191.0	1.0	1.0	2015-06-09 19:21:00	2015-06-09 19:21:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
87	193.0	1.0	1.0	2015-06-09 20:01:00	2015-06-09 20:01:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
88	195.0	1.0	1.0	2015-06-09 21:01:00	2015-06-09 21:01:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
89	197.0	1.0	1.0	2015-06-09 22:01:00	2015-06-09 22:01:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
90	199.0	1.0	1.0	2015-06-09 23:01:00	2015-06-09 23:01:00	68.5616666667	0.0	10.0	7.08833333333	0.695416666667	0.05
0	102.0	1.0	0.0	2015-06-10 05:53:00	2015-06-10 05:53:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
1	104.0	1.0	0.0	2015-06-10 06:23:00	2015-06-10 06:23:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
2	206.0	1.0	0.0	2015-06-10 06:59:00	2015-06-10 06:59:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
3	208.0	1.0	0.0	2015-06-10 07:20:00	2015-06-10 07:20:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
4	210.0	1.0	0.0	2015-06-10 07:28:00	2015-06-10 07:28:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
5	312.0	1.0	0.0	2015-06-10 07:38:00	2015-06-10 07:38:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
6	314.0	1.0	0.0	2015-06-10 07:53:00	2015-06-10 07:53:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
7	216.0	1.0	0.0	2015-06-10 08:05:00	2015-06-10 08:05:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
8	218.0	1.0	0.0	2015-06-10 08:20:00	2015-06-10 08:20:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
9	220.0	1.0	0.0	2015-06-10 08:28:00	2015-06-10 08:28:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
10	322.0	1.0	0.0	2015-06-10 08:38:00	2015-06-10 08:38:00	66.6983333333	0.00416666666667	9.86041666667	5.33791666667	0.83125	0.241111111111
